axis,level_key,level_order,level_label,query_count,planner_attempt_count,success_count,success_rate,timeout_count,timeout_rate,median_time_s,p95_time_s,mean_time_s,median_expansions,p95_expansions,mean_expansions,median_path_length_m,trunk_count,trunk_gap_m,gap_to_vehicle_width,tree_density_per_100m2,obstacle_ratio_mean,distance_min_m,distance_max_m,difficulty_bucket
distance,d04_08,0,"[4.0,8.0)m",18,18,18,1.0,0,0.0,0.1436769962310791,0.40009431838989223,0.19072245226966011,1.0,353.49999999999966,64.55555555555556,6.098297648246934,90,1.0,1.3513513513513513,9.999999999999998,0.020855555555555554,4.0,8.0,Easy
distance,d08_12,1,"[8.0,12.0)m",18,18,18,1.0,0,0.0,0.33393871784210205,1.5080141782760617,0.5004106760025024,294.5,1528.2499999999989,472.1111111111111,9.16575089550646,90,1.0,1.3513513513513513,9.999999999999998,0.020855555555555554,8.0,12.0,Easy
distance,d12_16,2,"[12.0,16.0)m",18,18,16,0.8888888888888888,2,0.1111111111111111,0.3100980520248413,2.5002834677696226,0.6272981829113431,283.0,2749.25,673.5,14.761825361636616,90,1.0,1.3513513513513513,9.999999999999998,0.020855555555555554,12.0,16.0,Complex
distance,d16_20,3,"[16.0,20.0)m",18,18,14,0.7777777777777778,4,0.2222222222222222,0.25197041034698486,2.500247287750244,1.0602548917134602,208.5,3818.35,1381.2222222222222,18.021312361167283,90,1.0,1.3513513513513513,9.999999999999998,0.020855555555555554,16.0,20.0,Complex
distance,d20_inf,4,20.0m+,18,18,12,0.6666666666666666,6,0.3333333333333333,0.48783695697784424,2.501758325099945,1.1769613027572632,616.0,5019.7,1859.9444444444443,25.9414690146033,90,1.0,1.3513513513513513,9.999999999999998,0.020855555555555554,20.0,,Extreme
