map_id,query_id,difficulty,map_seed,query_seed,start,goal,teacher_success,teacher_failure_reason,teacher_time_s,teacher_expansions,teacher_path_length_m,label_attempted,label_success,label_failure_reason,label_sample_count,total_segment_count,segment_lengths_m
2,5,low,20270622,20262625,"[7.5, 5.6000000000000005, 0.023469868114723718]","[28.8, 6.1000000000000005, 0.023469868114723718]",True,,0.5000174045562744,817,21.55545046958837,True,True,,2,3,"[8.200000000000001, 7.999999999999998]"
2,6,low,20270622,20262626,"[7.6000000000000005, 3.3000000000000003, 1.3457580403022915]","[13.3, 28.200000000000003, 1.3457580403022915]",True,,0.252277135848999,257,25.875547124707083,True,True,,4,5,"[1.2000000000000002, 5.4, 6.000000000000001, 8.0]"
2,7,low,20270622,20262627,"[2.7, 8.0, 1.2533375915402656]","[7.300000000000001, 22.0, 1.2533375915402656]",True,,0.1701960563659668,36,15.1033002224526,True,True,,1,2,[8.0]
2,8,low,20270622,20262628,"[3.7, 3.5, 0.6067309026689623]","[25.6, 18.7, 0.6067309026689623]",True,,0.15048003196716309,1,26.658019431308098,True,True,,3,4,"[8.0, 8.0, 8.0]"
2,9,low,20270622,20262629,"[8.9, 1.6, 0.9664017489393237]","[21.400000000000002, 19.700000000000003, 0.9664017489393237]",True,,1.7495198249816895,2617,22.664429805873304,True,True,,3,4,"[7.6000000000000005, 4.000000000000001, 8.0]"
3,0,low,20270623,20263620,"[25.5, 6.800000000000001, 2.2286849319771065]","[18.7, 15.600000000000001, 2.2286849319771065]",True,,0.15066862106323242,1,11.121151019566277,True,True,,1,2,[8.0]
3,1,low,20270623,20263621,"[10.700000000000001, 10.9, 0.9718850650646651]","[19.3, 23.5, 0.9718850650646651]",True,,0.21427106857299805,113,15.988627949757436,True,True,,2,3,"[6.4, 8.0]"
3,2,low,20270623,20263622,"[24.700000000000003, 16.8, -2.616796881939686]","[15.200000000000001, 11.3, -2.616796881939686]",True,,0.14648199081420898,1,10.977249200050077,True,True,,1,2,[8.0]
3,3,low,20270623,20263623,"[8.4, 14.200000000000001, -1.3714590218125726]","[10.4, 4.3, -1.3714590218125726]",True,,0.21369028091430664,129,10.523933065667471,True,True,,1,2,[6.6000000000000005]
3,4,low,20270623,20263624,"[10.5, 6.7, 0.7564673309836706]","[26.5, 21.8, 0.7564673309836706]",True,,0.9729001522064209,1289,22.136955509014822,True,True,,3,4,"[8.0, 6.0, 8.0]"
3,5,low,20270623,20263625,"[11.0, 13.4, 0.8960553845713441]","[16.2, 19.900000000000002, 0.8960553845713441]",True,,0.8494431972503662,965,8.56135348004806,True,True,,2,3,"[3.2, 3.2]"
3,6,low,20270623,20263626,"[24.700000000000003, 5.0, -3.0144624580270696]","[11.4, 3.3000000000000003, -3.0144624580270696]",True,,0.7149035930633545,931,13.84247221411076,True,True,,2,3,"[2.4000000000000004, 4.8]"
3,7,low,20270623,20263627,"[1.7000000000000002, 12.700000000000001, 0.7935947011473607]","[13.8, 25.0, 0.7935947011473607]",True,,1.3328273296356201,1797,17.333054085035595,True,True,,2,3,"[6.0, 8.0]"
