map_id,query_id,difficulty,map_seed,query_seed,start,goal,teacher_success,teacher_failure_reason,teacher_time_s,teacher_expansions,teacher_path_length_m,label_attempted,label_success,label_failure_reason,label_sample_count,total_segment_count,segment_lengths_m
1,3,low,20270621,20261623,"[6.6000000000000005, 8.1, 0.07339732590161173]","[27.0, 9.600000000000001, 0.07339732590161173]",True,,0.15987467765808105,49,20.7811891888028,True,True,,3,4,"[2.8000000000000003, 6.800000000000001, 8.0]"
1,4,low,20270621,20261624,"[17.3, 17.1, -2.370278066015205]","[2.9000000000000004, 3.1, -2.370278066015205]",False,timeout,2.502741813659668,4025,0.0,False,False,,0,0,[]
1,5,low,20270621,20261625,"[26.3, 29.0, -1.5707963267948966]","[26.3, 3.3000000000000003, -1.5707963267948966]",True,,1.1044869422912598,2001,25.830215610382723,True,True,,3,4,"[5.6000000000000005, 8.0, 7.800000000000001]"
1,6,low,20270621,20261626,"[25.400000000000002, 27.3, -2.1990007221874106]","[10.8, 7.2, -2.1990007221874106]",True,,1.0016193389892578,1089,25.856738120663305,True,True,,3,4,"[8.200000000000001, 7.999999999999998, 8.000000000000004]"
1,7,low,20270621,20261627,"[11.200000000000001, 16.7, 0.48484584660688307]","[22.400000000000002, 22.6, 0.48484584660688307]",False,timeout,2.5000336170196533,2493,0.0,False,False,,0,0,[]
1,8,low,20270621,20261628,"[12.3, 11.0, 2.28888061439964]","[4.0, 20.5, 2.28888061439964]",True,,0.6987602710723877,697,12.739627059791879,True,True,,2,3,"[8.0, 2.8000000000000007]"
1,9,low,20270621,20261629,"[7.9, 15.200000000000001, 0.47032902405327837]","[25.8, 24.3, 0.47032902405327837]",True,,0.18719148635864258,65,20.930169021139154,True,True,,2,3,"[8.0, 8.0]"
2,0,low,20270622,20262620,"[6.9, 6.6000000000000005, 1.4165899735776912]","[9.9, 25.900000000000002, 1.4165899735776912]",True,,0.18950462341308594,73,19.950858624939762,True,False,short_progress,0,0,[]
2,1,low,20270622,20262621,"[27.900000000000002, 9.600000000000001, 3.047278702262613]","[5.7, 11.700000000000001, 3.047278702262613]",False,timeout,2.5021870136260986,4481,0.0,False,False,,0,0,[]
2,2,low,20270622,20262622,"[4.800000000000001, 15.3, 0.6647744948173456]","[12.200000000000001, 21.1, 0.6647744948173456]",True,,0.14990592002868652,7,9.705729771588912,True,True,,1,2,[4.2]
2,3,low,20270622,20262623,"[18.3, 18.400000000000002, -1.6043971212108896]","[17.900000000000002, 6.5, -1.6043971212108896]",True,,0.14955496788024902,9,11.943744418858088,True,True,,1,2,[8.0]
2,4,low,20270622,20262624,"[20.900000000000002, 13.200000000000001, -2.943152162040812]","[2.5, 9.5, -2.943152162040812]",True,,0.19289231300354004,97,19.017663828634372,True,True,,2,3,"[8.0, 6.4]"
