epoch,train_loss,val_loss,val_rmse_dx_m,val_rmse_dy_m,val_rmse_dtheta_rad,val_l2_delta_mean,elapsed_s,learning_rate
15,0.385616539847527,0.40536001127216575,1.362521573307486,0.6666488929476365,0.18171460498460212,1.172880191219558,7.3047519729007035,0.001
16,0.3833338918864362,0.40849381192553685,1.371089110354989,0.6719638321598325,0.18137847299105758,1.1911146108758046,7.7796781689394265,0.001
17,0.3808517697555016,0.41315162047265025,1.3844214906310799,0.6717500120948956,0.18289330133316567,1.230125451688264,8.254136465024203,0.001
18,0.3786361277447305,0.40548523139339365,1.3622076085424588,0.6677511335995326,0.18153841928590247,1.1840688016650123,8.686015815008432,0.001
19,0.3764437355553852,0.404215419706297,1.360258621860383,0.6679484028818902,0.18091528546092384,1.148994345101876,9.161313397111371,0.001
20,0.37225783906313625,0.4049951110202306,1.3567327630410806,0.6703578321444681,0.18111544570997243,1.1560605860084172,9.646936727920547,0.001
21,0.3711299255891168,0.40893072805617636,1.358792664768483,0.6734651938190755,0.18247751829283823,1.1490814927906268,10.121342035010457,0.001
22,0.3688893155524721,0.40654045363557784,1.3583354961101826,0.6721592764168034,0.18142286513250644,1.1392313416627309,10.612384817097336,0.001
23,0.3664951144360392,0.4057780096308694,1.3605659903372223,0.6676363712915063,0.18190733947186624,1.1385140447601236,11.126574705122039,0.001
24,0.3674195021059551,0.406584571143187,1.3512215491324064,0.6743782416188041,0.1815790520819269,1.1669305238391496,11.677021268988028,0.001
25,0.36268203831688184,0.40622967322121967,1.3553989373916433,0.6729045470934347,0.1813338716289073,1.1612043107982155,12.189564500004053,0.001
26,0.3594296908275305,0.4021232173945149,1.3496167583321546,0.6647642942838987,0.1815258027113449,1.1405958025872216,12.622930035926402,0.001
27,0.3581546152115511,0.4101678702910243,1.3765775778315075,0.6695573887113755,0.1824551441901619,1.1353112528165654,13.100285361055285,0.001
28,0.35767351858282115,0.4026029363836351,1.3472227620869723,0.6680363368524692,0.18121150716039916,1.1541914898946226,13.532876904122531,0.001
29,0.3549396956939828,0.41337719555815616,1.3512913823787018,0.6824740554299179,0.18354131916538247,1.1526668490053695,14.011201332090423,0.001
30,0.3541468254817191,0.40541719858484887,1.3615896579249873,0.6678148956982841,0.1815425330300666,1.1319634778012442,14.490860725054517,0.001
31,0.3505826174294528,0.40157643158578354,1.3521115186462023,0.6655806403819235,0.18073923895725863,1.1250928257557646,14.939328253967687,0.001
32,0.35036317285770113,0.40408851758148095,1.3453424026915923,0.66885393283384,0.18208102832185336,1.1559883124360006,15.473491185111925,0.001
33,0.34686799131091894,0.41131506305446225,1.3542859634937976,0.6795315510461782,0.18278032511695938,1.1488722330099213,16.018748809117824,0.001
34,0.3474993753793973,0.40500480117435467,1.351867521110617,0.6722076049059615,0.18112508217971737,1.1564453727772848,16.565150737995282,0.001
35,0.3449660656697981,0.4142730969416494,1.3856313459179,0.6782054091868867,0.1817749156664779,1.1384322789141126,17.053714459063485,0.001
36,0.3437741164656353,0.40333060878290533,1.348056331296456,0.6683691912875162,0.18148263752741892,1.1375701383414976,17.538798904046416,0.001
37,0.3402362580755408,0.4078355840304758,1.3565800978687093,0.674071048292467,0.18188212166872633,1.1746787281828937,18.017393842106685,0.001
38,0.33920834005338824,0.4099465550610785,1.3531042471498893,0.6819086728080194,0.18145404675421684,1.1456991982718603,18.504719786113128,0.001
39,0.33845027703268543,0.40461885408537906,1.35200211506382,0.6710680999141573,0.1811737927565358,1.1374569792061127,18.935824535088614,0.001
40,0.3364955049159896,0.4036397890203642,1.3528114384170546,0.6657989375112943,0.18185912012099612,1.1597824510969859,19.410509708104655,0.001
41,0.33494869987352605,0.4057322528532319,1.351292839014812,0.6726426200473046,0.18150817319373225,1.1315296381314845,19.844541378086433,0.001
42,0.3316797847765089,0.40838945914557545,1.3511667651206034,0.6737474979641421,0.18283121354495618,1.1439801133052825,20.324883344117552,0.001
43,0.3312842206555844,0.40880210491764973,1.3562936182409366,0.6758702602396098,0.1820253568219309,1.1358499092048202,20.80324549903162,0.001
44,0.3304681623056335,0.40795432229925715,1.351850682048029,0.6721973986446526,0.18290230106335648,1.1360378553713475,21.2311881640926,0.001
45,0.32881591897730816,0.41313993230004054,1.349245882222885,0.6848960875009295,0.18296842190450138,1.1494087266734552,21.714821483008564,0.001
46,0.328536994016946,0.4169818441701578,1.3703031483125843,0.6861404573810471,0.18286355139539565,1.1517259045807478,22.203174486057833,0.001
47,0.3267640259537104,0.4133077905354281,1.3694463582015215,0.6796142073588173,0.18245255001867414,1.1379303887373915,22.68326608510688,0.001
48,0.3243716366668287,0.41187604778289416,1.3596410054006478,0.6761453461456128,0.18346457580980932,1.130129390800334,23.11346816108562,0.001
49,0.3220402924790881,0.41621747175093543,1.3772943075940942,0.6832878978220785,0.18245501531532937,1.1356715309725667,23.59072874393314,0.001
50,0.32029897652574835,0.41315211234585536,1.3683205046213187,0.6798081474125511,0.18242079833319627,1.1542603713935162,24.07398690097034,0.001
51,0.3189505448038649,0.41064089683114174,1.3594906593755707,0.6750710476416757,0.18301859744685034,1.1388880278231828,24.575997726991773,0.001
52,0.3166049298927273,0.4138909420433014,1.3658964270651404,0.6821558735088373,0.18249273287106152,1.142585907360373,25.018848890904337,0.001
53,0.3181403362145461,0.4132410619290423,1.363361728752946,0.6773527489715064,0.18360104094449356,1.1466631522464101,25.498580601997674,0.001
54,0.3145958356279791,0.41480395462600006,1.3643494363114952,0.6826513779468141,0.1830633080141706,1.1479868493017746,25.93333782092668,0.001
55,0.3131920009777014,0.417262333424592,1.364313008323458,0.6782084773321734,0.18567119696566975,1.1440981449732135,26.419865051982924,0.001
56,0.3144296577367087,0.4146536717388294,1.3668631823164423,0.6773897804579188,0.1840871796055509,1.1821356667774154,26.900914144935086,0.001
57,0.3097555114845637,0.41812361575686063,1.3665386037215064,0.6849650110187798,0.18422325007944113,1.1414550113664765,27.329122824128717,0.001
58,0.30873505279417524,0.425602886293298,1.3696160955122385,0.6813740884797332,0.18922420134706064,1.1655583932793356,27.812358922092244,0.001
59,0.31180711403548733,0.4189614322628297,1.362541494935645,0.6819524850962215,0.18588690113962486,1.1669733986906679,28.302395907929167,0.001
60,0.30812040745939273,0.4185895110545058,1.378518994913456,0.6835151792059191,0.18369099787802856,1.1385882943860683,28.782190940110013,0.001
61,0.30583427489474496,0.4195514521906652,1.359958582740129,0.6924406121093706,0.1837644584038105,1.1641413688050997,29.246380350086838,0.001
