bucket,query_id,distance_bin_key,time_delta_f_minus_v_s,time_reduction_vs_vanilla,f_n3p_failure_reason,f_n3p_fallback_f1_count,f_n3p_fallback_f2_count,f_n3p_fallback_f3_count,f_n3p_fallback_triggered,f_n3p_feasible,f_n3p_path_inflation_ratio,f_n3p_subgoal_reachability_rate,f_n3p_success,f_n3p_time_s,map_seed,profile_name,query_seed,vanilla_failure_reason,vanilla_feasible,vanilla_success,vanilla_time_s
Easy,easy_s01_q0034,d16_20,0.1459087033290416,-0.8282396619941461,,4,1,0,True,True,0.02765312315841517,1.0,True,0.32207595300860703,20270622,easy_d00,20271626,,True,True,0.17616724967956543
Easy,easy_s01_q0035,d20_inf,0.3260438358411193,-0.9652345702046963,,10,2,0,True,True,-0.017367531023079197,0.0,True,0.6638309871777892,20270623,easy_d01,20271623,,True,True,0.3377871513366699
Easy,easy_s01_q0036,d08_12,-0.034728446742519736,0.11847853939894137,,4,1,0,True,True,6.254119726678553e-05,,True,0.25839169905520976,20270623,easy_d00,20271624,,True,True,0.2931201457977295
Easy,easy_s01_q0037,d12_16,0.008183547062799335,-0.031015097352558918,,4,1,0,True,True,0.0,,True,0.27204043488018215,20270623,easy_d01,20271625,,True,True,0.2638568878173828
Easy,easy_s01_q0038,d16_20,0.0015807501040399075,-0.009742206751178095,,0,0,0,False,True,-0.0009949104545345921,1.0,True,0.16383865987882018,20270623,easy_d00,20271626,,True,True,0.16225790977478027
Easy,easy_s01_q0039,d20_inf,-1.8357300360221416,0.7335826910117764,,3,0,0,True,True,,0.25,True,0.6666872899513692,20270623,easy_d01,20271627,timeout,False,False,2.5024173259735107
Easy,easy_s02_q0040,d08_12,0.009280141443014145,-0.05770839356402613,,4,1,0,True,True,0.010212618636343151,,True,0.17009108886122704,20280620,easy_d00,20281620,,True,True,0.1608109474182129
Easy,easy_s02_q0041,d12_16,0.04818855528719723,-0.26251065043420585,,4,1,0,True,True,-0.02097270403442486,,True,0.23175655608065426,20280620,easy_d01,20281621,,True,True,0.18356800079345703
Easy,easy_s02_q0042,d16_20,-0.15725084021687508,0.995599561227401,,0,0,0,False,True,0.0,,True,0.0006950311362743378,20280620,easy_d00,20281622,,True,True,0.15794587135314941
Easy,easy_s02_q0043,d20_inf,0.03609421290457249,-0.11963880119654524,,0,0,0,False,True,-0.03444094519465546,1.0,True,0.33778741396963596,20280620,easy_d01,20281623,,True,True,0.3016932010650635
Easy,easy_s02_q0044,d08_12,-0.15900726057589054,0.996957649280226,,0,0,0,False,True,4.440892098500626e-16,,True,0.0004852320998907089,20280620,easy_d00,20281624,,True,True,0.15949249267578125
Easy,easy_s02_q0045,d12_16,0.010912536177784204,-0.011056126238154329,,4,1,0,True,True,0.0,,True,0.9979251609183848,20280621,easy_d01,20281621,,True,True,0.9870126247406006
Easy,easy_s02_q0046,d16_20,0.38767927256412804,-1.5303734287354178,,5,1,0,True,True,0.27706996104469694,0.6666666666666666,True,0.6410025891382247,20280621,easy_d00,20281622,,True,True,0.2533233165740967
Easy,easy_s02_q0047,d20_inf,-1.2829663946758956,0.7167034062040836,,4,1,0,True,True,0.010316594407176582,1.0,True,0.5071275040972978,20280621,easy_d01,20281623,,True,True,1.7900938987731934
Easy,easy_s02_q0048,d08_12,-0.15630644164048135,0.9966929778075648,,0,0,0,False,True,2.220446049250313e-16,,True,0.0005186239723116159,20280621,easy_d00,20281624,,True,True,0.15682506561279297
Easy,easy_s02_q0049,d12_16,-0.7194682327099144,0.5262274166576641,,1,0,0,True,True,0.32078765970546175,0.75,True,0.6477509769611061,20280621,easy_d01,20281625,,True,True,1.3672192096710205
Easy,easy_s02_q0050,d16_20,-0.16043202299624681,0.9949604038704941,,0,0,0,False,True,0.0,,True,0.0008126078173518181,20280622,easy_d00,20281622,,True,True,0.16124463081359863
Easy,easy_s02_q0051,d20_inf,0.38322950270958245,-2.394811978272736,,4,1,0,True,True,-0.019314747383939568,,True,0.5432543840724975,20280622,easy_d01,20281623,,True,True,0.16002488136291504
Easy,easy_s02_q0052,d08_12,-0.13440939923748374,0.28232583851292303,,4,1,0,True,True,0.01602211464952452,1.0,True,0.3416695878840983,20280622,easy_d00,20281624,,True,True,0.47607898712158203
Easy,easy_s02_q0053,d12_16,0.0021011836361140013,-0.012482600325609106,,4,0,0,True,True,-0.017514245360338188,0.0,True,0.17043018410913646,20280622,easy_d01,20281625,,True,True,0.16832900047302246
Easy,easy_s02_q0054,d16_20,-0.012251706793904305,0.0679120030402709,,1,0,0,True,True,-0.010355677676834874,0.0,True,0.1681539099663496,20280622,easy_d00,20281626,,True,True,0.1804056167602539
Easy,easy_s02_q0055,d20_inf,0.25109712849371135,-1.03106445114596,,0,0,0,False,True,-0.03767409135783739,1.0,True,0.49462907086126506,20280623,easy_d01,20281623,,True,True,0.2435319423675537
Easy,easy_s02_q0056,d08_12,0.15345539269037545,-0.9418071889454214,,1,0,0,True,True,0.5432490898864137,0.5,True,0.3163925569970161,20280623,easy_d00,20281624,,True,True,0.16293716430664062
Easy,easy_s02_q0057,d12_16,-0.028263656422495842,0.14630766054533517,,3,0,0,True,True,-0.002065325404510432,0.0,True,0.16491595096886158,20280623,easy_d01,20281625,,True,True,0.19317960739135742
Easy,easy_s02_q0058,d16_20,-0.15697580063715577,0.9950628462115235,,0,0,0,False,True,0.0,,True,0.0007788590155541897,20280623,easy_d00,20281626,,True,True,0.15775465965270996
Easy,easy_s02_q0059,d20_inf,-0.15425427886657417,0.993875870795832,,0,0,0,False,True,0.0,,True,0.0009504940826445818,20280623,easy_d01,20281627,,True,True,0.15520477294921875
Easy,easy_s03_q0060,d08_12,-0.158770581940189,0.997025218498145,,0,0,0,False,True,2.220446049250313e-16,,True,0.0004737169947475195,20290620,easy_d00,20291620,,True,True,0.15924429893493652
Easy,easy_s03_q0061,d12_16,-0.15816692216321826,0.9960903452484895,,0,0,0,False,True,0.0,,True,0.0006208051927387714,20290620,easy_d01,20291621,,True,True,0.15878772735595703
Easy,easy_s03_q0062,d16_20,0.09547765436582267,-0.1306717642535158,,7,1,0,True,True,0.11662239693901255,0.5,True,0.8261454838793725,20290620,easy_d00,20291622,,True,True,0.7306678295135498
Easy,easy_s03_q0063,d20_inf,0.00872646039351821,-0.025726772466380776,,4,1,0,True,True,0.0,,True,0.347924096044153,20290620,easy_d01,20291623,,True,True,0.33919763565063477
Easy,easy_s03_q0064,d08_12,-0.14772854303009808,0.9969035431905958,,0,0,0,False,True,2.220446049250313e-16,,True,0.0004588558804243803,20290620,easy_d00,20291624,,True,True,0.14818739891052246
Easy,easy_s03_q0065,d12_16,0.16872565890662372,-0.9845870431291,,8,2,0,True,True,-0.008997490786705309,,True,0.3400925889145583,20290621,easy_d01,20291621,,True,True,0.17136693000793457
Easy,easy_s03_q0066,d16_20,-0.14685000968165696,0.24551432946147345,,1,0,0,True,True,0.019390873360175087,0.6666666666666666,True,0.45128212380222976,20290621,easy_d00,20291622,,True,True,0.5981321334838867
Easy,easy_s03_q0067,d20_inf,-1.6520927203819156,0.8357567955912412,,6,0,0,True,True,-0.0001928301783608033,0.0,True,0.32466981280595064,20290621,easy_d01,20291623,,True,True,1.9767625331878662
Easy,easy_s03_q0068,d08_12,-0.0026745283976197243,0.01571943970047296,,4,0,0,True,True,0.020815223168046515,0.0,True,0.16746693011373281,20290621,easy_d00,20291624,,True,True,0.17014145851135254
Easy,easy_s03_q0069,d12_16,-0.028012894093990326,0.15059741056665688,,0,0,0,False,True,0.002067444239141736,1.0,True,0.15799889713525772,20290621,easy_d01,20291625,,True,True,0.18601179122924805
Easy,easy_s03_q0070,d16_20,-2.346483299508691,0.9378041367873657,,3,0,0,True,True,,0.0,True,0.15562050603330135,20290622,easy_d00,20291622,timeout,False,False,2.502103805541992
Easy,easy_s03_q0071,d20_inf,-1.995160093298182,0.7980361822813247,,7,1,0,True,True,,0.0,True,0.5049271679017693,20290622,easy_d01,20291623,timeout,False,False,2.500087261199951
Easy,easy_s03_q0072,d08_12,-0.1565946952905506,0.996885151027896,,0,0,0,False,True,0.0,,True,0.0004892928991466761,20290622,easy_d00,20291624,,True,True,0.15708398818969727
Easy,easy_s03_q0073,d12_16,0.15359682985581458,-0.9025281278040629,,4,0,0,True,True,0.023484035609540044,0.0,True,0.3237819189671427,20290622,easy_d01,20291625,,True,True,0.17018508911132812
Easy,easy_s03_q0074,d16_20,0.8099514674395323,-0.45113863947880284,,4,1,1,True,True,0.0,,True,2.6053008269518614,20290622,easy_d00,20291626,,True,True,1.795349359512329
Easy,easy_s03_q0075,d20_inf,1.3684339253231883,-0.5469414733460951,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,8,2,1,True,False,,,False,3.8704089848324656,20290623,easy_d01,20291623,timeout,False,False,2.5019750595092773
Easy,easy_s03_q0076,d08_12,-0.011635392904281616,0.06419413967596688,,0,0,0,False,True,0.09460706421021992,1.0,True,0.16961780190467834,20290623,easy_d00,20291624,,True,True,0.18125319480895996
Easy,easy_s03_q0077,d12_16,-0.4702308517880738,0.7405121404580679,,1,0,0,True,True,-0.018215859465291806,0.0,True,0.1647767680697143,20290623,easy_d01,20291625,,True,True,0.6350076198577881
Easy,easy_s03_q0078,d16_20,-0.002736852504312992,0.01645189046145934,,2,0,0,True,True,-0.0106849566151761,0.0,True,0.16361804213374853,20290623,easy_d00,20291626,,True,True,0.16635489463806152
Easy,easy_s03_q0079,d20_inf,0.08102396316826344,-0.20846404765811655,,4,1,0,True,True,0.0,,True,0.46969512291252613,20290623,easy_d01,20291627,,True,True,0.3886711597442627
Easy,easy_s04_q0080,d08_12,0.0008414611220359802,-0.005153169204307861,,0,0,0,False,True,0.11503491279299705,1.0,True,0.16413148492574692,20300620,easy_d00,20301620,,True,True,0.16329002380371094
Easy,easy_s04_q0081,d12_16,0.15728689939714968,-0.9123130437938294,,6,1,0,True,True,0.20192745838126802,0.0,True,0.32969142706133425,20300620,easy_d01,20301621,,True,True,0.17240452766418457
Easy,easy_s04_q0082,d16_20,-1.7458094272296876,0.778946090844143,,5,0,0,True,True,0.457431419277639,0.3333333333333333,True,0.49543608096428216,20300620,easy_d00,20301622,,True,True,2.2412455081939697
Easy,easy_s04_q0083,d20_inf,0.19674437958747149,-1.2238887091879262,,5,1,0,True,True,0.004119382302020913,0.0,True,0.3574978681281209,20300620,easy_d01,20301623,,True,True,0.16075348854064941
Easy,easy_s04_q0084,d08_12,0.01355113205499947,-0.020445204895265023,,4,1,0,True,True,0.0,,True,0.6763535898644477,20300620,easy_d00,20301624,,True,True,0.6628024578094482
Easy,easy_s04_q0085,d12_16,-0.1581303789280355,0.9963045016191433,,0,0,0,False,True,0.0,,True,0.0005865381099283695,20300621,easy_d01,20301621,,True,True,0.15871691703796387
Easy,easy_s04_q0086,d16_20,-0.15738465706817806,0.9957118155787021,,0,0,0,False,True,2.220446049250313e-16,,True,0.0006778009701520205,20300621,easy_d00,20301622,,True,True,0.15806245803833008
Easy,easy_s04_q0087,d20_inf,-0.40348620479926467,0.44740155404352844,,5,1,0,True,True,0.19914563291595555,0.5,True,0.49835734302178025,20300621,easy_d01,20301623,,True,True,0.9018435478210449
Easy,easy_s04_q0088,d08_12,-0.384621131233871,0.7117821531473905,,1,0,0,True,True,-0.021018635557184084,0.0,True,0.15574241895228624,20300621,easy_d00,20301624,,True,True,0.5403635501861572
Easy,easy_s04_q0089,d12_16,0.15982850501313806,-1.0170594923430682,,5,0,0,True,True,0.0606332663450484,0.0,True,0.31697615096345544,20300621,easy_d01,20301625,,True,True,0.15714764595031738
Easy,easy_s04_q0090,d16_20,-0.003972489386796951,0.02280929921120789,,2,0,0,True,True,0.01868728493558036,0.0,True,0.17018846794962883,20300622,easy_d00,20301622,,True,True,0.17416095733642578
Easy,easy_s04_q0091,d20_inf,0.09881359804421663,-0.4583565794213895,,0,0,0,False,True,0.013469109667650025,1.0,True,0.3143959688022733,20300622,easy_d01,20301623,,True,True,0.21558237075805664
Easy,easy_s04_q0092,d08_12,-0.14931947737932205,0.9970520745276156,,0,0,0,False,True,0.0,,True,0.00044148415327072144,20300622,easy_d00,20301624,,True,True,0.14976096153259277
Easy,easy_s04_q0093,d12_16,0.13782929629087448,-0.7945697594428509,,0,0,0,False,True,-0.007153285692537481,1.0,True,0.3112933561205864,20300622,easy_d01,20301625,,True,True,0.17346405982971191
Easy,easy_s04_q0094,d16_20,-0.005470008123666048,0.03511285047707846,,0,0,0,False,True,-0.0015355899920659333,1.0,True,0.1503136451356113,20300622,easy_d00,20301626,,True,True,0.15578365325927734
Easy,easy_s04_q0095,d20_inf,-1.4132615658454597,0.5652244171847443,,8,1,0,True,True,,0.8333333333333334,True,1.0870932010002434,20300623,easy_d01,20301623,timeout,False,False,2.500354766845703
Easy,easy_s04_q0096,d08_12,-0.14955054502934217,0.9969998302764215,,0,0,0,False,True,0.0,,True,0.0004500271752476692,20300623,easy_d00,20301624,,True,True,0.15000057220458984
Easy,easy_s04_q0097,d12_16,0.30306276166811585,-1.4270913200634823,,4,1,0,True,True,0.061176501191182675,1.0,True,0.5154267200268805,20300623,easy_d01,20301625,,True,True,0.21236395835876465
Easy,easy_s04_q0098,d16_20,0.10053301113657653,-0.4728167446260696,,0,0,0,False,True,1.260931608904059e-06,1.0,True,0.3131587530951947,20300623,easy_d00,20301626,,True,True,0.21262574195861816
Easy,easy_s04_q0099,d20_inf,-1.0087710295338184,0.4875475137299431,,9,2,0,True,True,0.007985794699188142,0.0,True,1.0603012170176953,20300623,easy_d01,20301627,,True,True,2.0690722465515137
Extreme,extreme_s00_q0000,d08_12,0.04111308977007866,-0.1555028089165713,,4,0,0,True,True,0.09310811048601608,0.0,True,0.30550117418169975,20460620,extreme_d03,20461620,,True,True,0.2643880844116211
Extreme,extreme_s00_q0001,d12_16,0.11120186257176101,-0.5786800906109917,,2,0,0,True,True,-0.00863295283107457,0.5,True,0.3033665220718831,20460620,extreme_d04,20461621,,True,True,0.19216465950012207
Extreme,extreme_s00_q0002,d16_20,-0.057493917644023895,0.05852997948573069,,8,1,0,True,True,0.031073361836869262,0.0,True,0.9248046949505806,20460620,extreme_d05,20461622,,True,True,0.9822986125946045
Extreme,extreme_s00_q0003,d20_inf,0.16523643559776247,-0.3511745950892122,,8,1,0,True,True,-0.002988331662394539,0.0,True,0.6357614619191736,20460620,extreme_d06,20461623,,True,True,0.47052502632141113
Extreme,extreme_s00_q0004,d08_12,-0.042145224288105965,0.1726625852349315,,4,1,0,True,True,-0.0022533748664472775,,True,0.2019448559731245,20460620,extreme_d07,20461624,,True,True,0.24409008026123047
Extreme,extreme_s00_q0005,d12_16,0.07624356681481004,-0.31700319023304724,,8,1,0,True,True,0.1798330568610349,0.0,True,0.31675712997093797,20460621,extreme_d03,20461621,,True,True,0.24051356315612793
Extreme,extreme_s00_q0006,d16_20,0.008579596877098083,-0.05701955056749486,,0,0,0,False,True,-0.0023294653624837958,1.0,True,0.1590472310781479,20460621,extreme_d04,20461622,,True,True,0.1504676342010498
Extreme,extreme_s00_q0007,d20_inf,1.0206580301746726,-1.4576995110618416,,4,1,0,True,True,0.0,,True,1.7208421370014548,20460621,extreme_d05,20461623,,True,True,0.7001841068267822
Extreme,extreme_s00_q0008,d08_12,-0.14966091769747436,0.9967992862792164,,0,0,0,False,True,2.220446049250313e-16,,True,0.0004805598873645067,20460621,extreme_d06,20461624,,True,True,0.15014147758483887
Extreme,extreme_s00_q0009,d12_16,0.20548011339269578,-0.45161560622326236,,8,2,0,True,True,0.08787458910108548,1.0,True,0.6604690698441118,20460621,extreme_d07,20461625,,True,True,0.454988956451416
Extreme,extreme_s00_q0010,d16_20,0.06396283046342432,-0.1254758580476294,,4,1,0,True,True,-0.03773193711470846,1.0,True,0.5737248791847378,20460622,extreme_d03,20461622,,True,True,0.5097620487213135
Extreme,extreme_s00_q0011,d20_inf,1.011889158282429,-0.4041526580624808,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,4,1,1,True,False,,,False,3.515619216952473,20460622,extreme_d04,20461623,timeout,False,False,2.503730058670044
Extreme,extreme_s00_q0012,d08_12,-0.20593840396031737,0.23424001981930342,,6,1,0,True,True,0.1611730928360795,0.6666666666666666,True,0.6732384511269629,20460622,extreme_d05,20461624,,True,True,0.8791768550872803
Extreme,extreme_s00_q0013,d12_16,0.05776895792223513,-0.20862010677145215,,1,0,0,True,True,-0.015465752964450963,0.5,True,0.3346787861082703,20460622,extreme_d06,20461625,,True,True,0.27690982818603516
Extreme,extreme_s00_q0014,d16_20,1.0126024547498673,-0.4050258404004812,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,4,1,1,True,False,,,False,3.512695914832875,20460622,extreme_d07,20461626,timeout,False,False,2.500093460083008
Extreme,extreme_s00_q0015,d20_inf,-1.6972391321323812,0.6788773953851581,,9,2,0,True,True,,0.6666666666666666,True,0.8028281019069254,20460623,extreme_d03,20461623,timeout,False,False,2.5000672340393066
Extreme,extreme_s00_q0016,d08_12,-0.11141165485605597,0.25377674632303027,,4,0,0,True,True,0.12060828880001151,0.0,True,0.32760277995839715,20460623,extreme_d04,20461624,,True,True,0.4390144348144531
Extreme,extreme_s00_q0017,d12_16,-0.004889644216746092,0.030238583922921225,,1,0,0,True,True,0.013627011970916758,0.0,True,0.15681251185014844,20460623,extreme_d05,20461625,,True,True,0.16170215606689453
Extreme,extreme_s00_q0018,d16_20,-0.015329289250075817,0.0305391393650426,,4,1,0,True,True,0.10782436211095736,1.0,True,0.4866262199357152,20460623,extreme_d06,20461626,,True,True,0.501955509185791
Extreme,extreme_s00_q0019,d20_inf,-0.14944539708085358,0.9937747155872768,,0,0,0,False,True,0.0,,True,0.0009361680131405592,20460623,extreme_d07,20461627,,True,True,0.15038156509399414
Extreme,extreme_s01_q0020,d08_12,0.05756943067535758,-0.23895112230830318,,4,1,0,True,True,0.0009486696538667516,,True,0.298494981136173,20470620,extreme_d03,20471620,,True,True,0.24092555046081543
Extreme,extreme_s01_q0021,d12_16,-0.7280556226614863,0.8222282384285381,,0,0,0,False,True,0.006048548433966294,1.0,True,0.15741095296107233,20470620,extreme_d04,20471621,,True,True,0.8854665756225586
Extreme,extreme_s01_q0022,d16_20,0.10285240202210844,-0.49687146614852384,,0,0,0,False,True,-0.026205424817944967,1.0,True,0.30985241918824613,20470620,extreme_d05,20471622,,True,True,0.2070000171661377
Extreme,extreme_s01_q0023,d20_inf,0.6171589531004429,-0.7166903571515588,,5,1,0,True,True,-0.024064627292841645,0.0,True,1.4782825149595737,20470620,extreme_d06,20471623,,True,True,0.8611235618591309
Extreme,extreme_s01_q0024,d08_12,0.0035528698936104774,-0.023768027456301688,,0,0,0,False,True,-0.024858709861851125,1.0,True,0.15303392801433802,20470620,extreme_d07,20471624,,True,True,0.14948105812072754
Extreme,extreme_s01_q0025,d12_16,0.09522611577995121,-0.44756731128368177,,1,0,0,True,True,-0.015835900040287232,0.5,True,0.3079899020958692,20470621,extreme_d03,20471621,,True,True,0.21276378631591797
Extreme,extreme_s01_q0026,d16_20,1.0206365569029003,-3.424477046745171,,4,1,0,True,True,-0.005345242220534119,1.0,True,1.3186781390104443,20470621,extreme_d04,20471622,,True,True,0.29804158210754395
Extreme,extreme_s01_q0027,d20_inf,1.9618789448868483,-0.7846859489896225,f2_failed:prediction:timeout;goal:node_budget_exhausted;f3_failed:timeout,4,1,1,True,False,,,False,4.46208803798072,20470621,extreme_d05,20471623,timeout,False,False,2.500209093093872
Extreme,extreme_s01_q0028,d08_12,1.0120586673729122,-0.40476734019129146,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,4,1,1,True,False,,,False,3.512405327986926,20470621,extreme_d06,20471624,timeout,False,False,2.5003466606140137
Extreme,extreme_s01_q0029,d12_16,1.0130038929637522,-0.4051515206388674,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,4,1,1,True,False,,,False,3.5133126450236887,20470621,extreme_d07,20471625,timeout,False,False,2.5003087520599365
Extreme,extreme_s01_q0030,d16_20,-2.1873563912231475,0.8747328360350628,,1,0,0,True,True,,0.5,True,0.3132429930847138,20470622,extreme_d03,20471622,timeout,False,False,2.5005993843078613
Extreme,extreme_s01_q0031,d20_inf,0.145622810581699,-0.6179696157272763,,4,1,0,True,True,0.0050672329334897626,1.0,True,0.38127001211978495,20470622,extreme_d04,20471623,,True,True,0.23564720153808594
Extreme,extreme_s01_q0032,d08_12,-0.11448014411143959,0.4248536759965488,,2,0,0,True,True,0.05931862934259868,0.0,True,0.15497767296619713,20470622,extreme_d05,20471624,,True,True,0.2694578170776367
Extreme,extreme_s01_q0033,d12_16,-0.01701164315454662,0.09740728196901549,,1,0,0,True,True,0.016859418191569775,0.0,True,0.15763282706029713,20470622,extreme_d06,20471625,,True,True,0.17464447021484375
Extreme,extreme_s01_q0034,d16_20,0.009448828874155879,-0.03271341937400529,,4,1,0,True,True,0.0,,True,0.2982853080611676,20470622,extreme_d07,20471626,,True,True,0.2888364791870117
Extreme,extreme_s01_q0035,d20_inf,1.3239424685016274,-0.5291226863728367,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,8,2,1,True,False,,1.0,False,3.826088950969279,20470623,extreme_d03,20471623,timeout,False,False,2.5021464824676514
Extreme,extreme_s01_q0036,d08_12,-0.03393799462355673,0.17517535420753383,,1,0,0,True,True,5.830121785166398e-05,0.0,True,0.15979927382431924,20470623,extreme_d04,20471624,,True,True,0.19373726844787598
Extreme,extreme_s01_q0037,d12_16,-0.004776395624503493,0.013532660093257376,,4,1,0,True,True,-0.0020525230780455983,1.0,True,0.3481767999473959,20470623,extreme_d05,20471625,,True,True,0.3529531955718994
Extreme,extreme_s01_q0038,d16_20,0.2756425521802157,-1.3102285722474236,,9,1,0,True,True,0.01933220757537768,0.0,True,0.48602000693790615,20470623,extreme_d06,20471626,,True,True,0.21037745475769043
Extreme,extreme_s01_q0039,d20_inf,-1.561156707117334,0.6242719320315202,,8,1,0,True,True,,0.4,True,0.9396071860101074,20470623,extreme_d07,20471627,timeout,False,False,2.5007638931274414
Extreme,extreme_s02_q0040,d08_12,0.008504837984219193,-0.055945879445185476,,4,1,0,True,True,0.007565816066040565,,True,0.16052386187948287,20480620,extreme_d03,20481620,,True,True,0.15201902389526367
Extreme,extreme_s02_q0041,d12_16,-0.4102209855336696,0.5067465481683471,,4,1,0,True,True,-0.014445645278382546,1.0,True,0.3992980669718236,20480620,extreme_d04,20481621,,True,True,0.8095190525054932
Extreme,extreme_s02_q0042,d16_20,-0.0012085342314094305,0.0077440959562598,,0,0,0,False,True,-0.0002903387075386954,1.0,True,0.15485025406815112,20480620,extreme_d05,20481622,,True,True,0.15605878829956055
Extreme,extreme_s02_q0043,d20_inf,0.14271569065749645,-0.459066236523495,,5,0,0,True,True,0.005179211745920176,0.3333333333333333,True,0.45359825901687145,20480620,extreme_d06,20481623,,True,True,0.310882568359375
Extreme,extreme_s02_q0044,d08_12,-0.00890959589742124,0.02789882371938801,,7,0,0,True,True,-0.0002545193045462302,0.0,True,0.3104442229960114,20480620,extreme_d07,20481624,,True,True,0.3193538188934326
Extreme,extreme_s02_q0045,d12_16,-2.190000949660316,0.8759096627493207,,0,0,0,False,True,,1.0,True,0.3102579729165882,20480621,extreme_d03,20481621,timeout,False,False,2.5002589225769043
Extreme,extreme_s02_q0046,d16_20,0.3184295557439327,-1.0741498137555867,,2,0,0,True,True,-0.012431312684659912,0.5,True,0.6148775480687618,20480621,extreme_d04,20481622,,True,True,0.2964479923248291
Extreme,extreme_s02_q0047,d20_inf,0.2339924550615251,-0.583441126079348,,7,1,0,True,True,0.005841822867931112,0.3333333333333333,True,0.6350482678972185,20480621,extreme_d05,20481623,,True,True,0.40105581283569336
Extreme,extreme_s02_q0048,d08_12,1.0178228088188916,-2.8326818132368587,,5,1,0,True,True,0.048825478708163894,0.0,True,1.3771370120812207,20480621,extreme_d06,20481624,,True,True,0.3593142032623291
Extreme,extreme_s02_q0049,d12_16,0.006637044483795762,-0.03598663091834298,,4,1,0,True,True,0.0,,True,0.19106788211502135,20480621,extreme_d07,20481625,,True,True,0.18443083763122559
Extreme,extreme_s02_q0050,d16_20,-0.08618562528863549,0.3498742860895948,,0,0,0,False,True,-0.006189135186591366,1.0,True,0.16014749696478248,20480622,extreme_d03,20481622,,True,True,0.24633312225341797
Extreme,extreme_s02_q0051,d20_inf,0.7700953353196383,-0.6325862669272402,,4,1,1,True,True,0.0,,True,1.987471329048276,20480622,extreme_d04,20481623,,True,True,1.2173759937286377
Extreme,extreme_s02_q0052,d08_12,0.26305724680423737,-1.344394725587244,,6,1,0,True,True,0.7602808083427866,0.0,True,0.4587268978357315,20480622,extreme_d05,20481624,,True,True,0.19566965103149414
Extreme,extreme_s02_q0053,d12_16,-0.14799884613603354,0.9961920198094283,,0,0,0,False,True,0.0,,True,0.0005657309666275978,20480622,extreme_d06,20481625,,True,True,0.14856457710266113
Extreme,extreme_s02_q0054,d16_20,-2.1903438386507332,0.8761042818378404,,0,0,0,False,True,,1.0,True,0.3097510519437492,20480622,extreme_d07,20481626,timeout,False,False,2.5000948905944824
Extreme,extreme_s02_q0055,d20_inf,-1.7852150478865951,0.7140595290235661,,4,1,0,True,True,,1.0,True,0.7148776969406754,20480623,extreme_d03,20481623,timeout,False,False,2.5000927448272705
Extreme,extreme_s02_q0056,d08_12,0.11931306379847229,-0.597161012980759,,4,1,0,True,True,0.03771323586177422,1.0,True,0.3191135551314801,20480623,extreme_d04,20481624,,True,True,0.1998004913330078
Extreme,extreme_s02_q0057,d12_16,0.00852899719029665,-0.02741216711512995,,4,1,0,True,True,-0.021673591937119152,1.0,True,0.31966810394078493,20480623,extreme_d05,20481625,,True,True,0.3111391067504883
Extreme,extreme_s02_q0058,d16_20,0.2510423599742353,-1.2312848028904173,,2,0,0,True,True,0.04217196141482549,0.3333333333333333,True,0.4549288689158857,20480623,extreme_d06,20481626,,True,True,0.2038865089416504
Extreme,extreme_s02_q0059,d20_inf,0.488159665139392,-2.7774552771673924,,9,2,0,True,True,0.13720139866783243,0.5,True,0.6639175501186401,20480623,extreme_d07,20481627,,True,True,0.17575788497924805
Extreme,extreme_s03_q0060,d08_12,0.16428317199461162,-0.3012994948399095,,7,1,0,True,True,0.10431890985260539,0.0,True,0.7095319188665599,20490620,extreme_d03,20491620,,True,True,0.5452487468719482
Extreme,extreme_s03_q0061,d12_16,-1.8668901540804654,0.8599772022461678,,4,1,0,True,True,-0.014253376068381729,1.0,True,0.3039698980282992,20490620,extreme_d04,20491621,,True,True,2.1708600521087646
Extreme,extreme_s03_q0062,d16_20,0.1151836751960218,-0.4797894491478818,,4,1,0,True,True,-0.01659255603569154,1.0,True,0.3552549718879163,20490620,extreme_d05,20491622,,True,True,0.24007129669189453
Extreme,extreme_s03_q0063,d20_inf,0.4017998520284891,-2.133864531578021,,8,1,0,True,True,-0.037373913208411325,0.5,True,0.5900966469198465,20490620,extreme_d06,20491623,,True,True,0.18829679489135742
Extreme,extreme_s03_q0064,d08_12,0.42505967034958303,-1.8889207071002216,,1,0,0,True,True,0.23189285181727604,0.75,True,0.6500874699559063,20490620,extreme_d07,20491624,,True,True,0.22502779960632324
Extreme,extreme_s03_q0065,d12_16,-0.4359931410290301,0.5850028088737989,,1,0,0,True,True,0.0676938617156071,0.5,True,0.3092907010577619,20490621,extreme_d03,20491621,,True,True,0.745283842086792
Extreme,extreme_s03_q0066,d16_20,-0.14861029153689742,0.9949618582674353,,0,0,0,False,True,0.0,,True,0.0007525109685957432,20490621,extreme_d04,20491622,,True,True,0.14936280250549316
