method,difficulty_bucket,count,success_count,success_rate,feasible_count,feasible_rate,median_time_s,p95_time_s,min_time_s,mean_time_s,median_expansions,p95_expansions,median_path_inflation_ratio,p95_path_inflation_ratio,mean_direction_switches,median_min_clearance_m,collision_violation_total,timeout_failure_count,timeout_failure_rate,mean_nn_forward_time_s,p95_nn_forward_time_s,rl_attempts_total,rl_successes_total,rs_attempts_total,fallback_to_primitives_total,fallback_trigger_rate,fallback_f1_rate,fallback_f2_rate,fallback_f3_rate,subgoal_reachability_rate
ha_rl_rs_ppo,Complex,40,36,0.9,36,0.9,0.23743748664855957,2.5192344069480894,0.16016697883605957,0.5811691105365753,1.0,218.19999999999993,0.03103507797454963,0.11193949624873231,0.45,0.09847261554026099,0,4,0.1,0.08105544210702646,0.42735464520519595,233,36,5174,197,0.0,0.0,0.0,0.0,
ha_rl_rs_ppo,Extreme,40,31,0.775,31,0.775,0.4632483720779419,2.5708644866943358,0.15788602828979492,0.9540214896202087,37.0,307.7999999999994,0.016924687981031528,0.28082296608156304,0.5,0.09348674175100058,0,9,0.225,0.13235684430692346,0.40538336514146067,555,31,8688,524,0.0,0.0,0.0,0.0,
