map_id,profile_name,difficulty_bucket,map_seed,generated,generation_time_s,trunk_count,trunk_gap_m,trunk_gap_jitter,obstacle_ratio,failure_reason
31,easy_d01,Easy,20360651,True,8.61819349299185,55,1.25,0.2,0.012211111111111112,
32,easy_d00,Easy,20360652,True,2.402312373975292,40,1.35,0.2,0.010344444444444444,
33,easy_d01,Easy,20360653,True,3.5344701008871198,55,1.25,0.2,0.012888888888888889,
34,easy_d00,Easy,20360654,True,1.4864454639609903,40,1.35,0.2,0.008955555555555555,
35,easy_d01,Easy,20360655,True,0.8162307080347091,55,1.25,0.2,0.013,
36,easy_d00,Easy,20360656,True,1.132189498981461,40,1.35,0.2,0.009344444444444445,
37,easy_d01,Easy,20360657,True,2.1778653720393777,55,1.25,0.2,0.012722222222222222,
38,easy_d00,Easy,20360658,True,2.302719491068274,40,1.35,0.2,0.009266666666666666,
39,easy_d01,Easy,20360659,True,0.6682129839900881,55,1.25,0.2,0.012011111111111111,
40,easy_d00,Easy,20360660,True,2.9273569299839437,40,1.35,0.2,0.008833333333333334,
41,easy_d01,Easy,20360661,True,2.2507832758128643,55,1.25,0.2,0.012544444444444445,
42,easy_d00,Easy,20360662,True,1.0021235030144453,40,1.35,0.2,0.0085,
43,easy_d01,Easy,20360663,True,4.366833936190233,55,1.25,0.2,0.0109,
44,easy_d00,Easy,20360664,True,6.849065565038472,40,1.35,0.2,0.011033333333333332,
45,easy_d01,Easy,20360665,True,0.6661826388444752,55,1.25,0.2,0.012433333333333333,
46,easy_d00,Easy,20360666,True,9.489556309068576,40,1.35,0.2,0.0096,
47,easy_d01,Easy,20360667,True,10.353113536955789,55,1.25,0.2,0.012366666666666666,
48,easy_d00,Easy,20360668,True,3.2417791101615876,40,1.35,0.2,0.009355555555555556,
49,easy_d01,Easy,20360669,True,3.7136484468355775,55,1.25,0.2,0.013411111111111111,
50,easy_d00,Easy,20360670,True,0.7966172040905803,40,1.35,0.2,0.010055555555555555,
51,easy_d01,Easy,20360671,True,2.1491248121019453,55,1.25,0.2,0.011855555555555555,
52,easy_d00,Easy,20360672,True,0.8724948079325259,40,1.35,0.2,0.009177777777777778,
53,easy_d01,Easy,20360673,True,11.09051855513826,55,1.25,0.2,0.012777777777777779,
54,easy_d00,Easy,20360674,True,1.4084462239407003,40,1.35,0.2,0.008433333333333333,
55,easy_d01,Easy,20360675,True,1.2310992921702564,55,1.25,0.2,0.012277777777777778,
56,easy_d00,Easy,20360676,True,1.3098153811879456,40,1.35,0.2,0.008444444444444444,
57,easy_d01,Easy,20360677,True,7.887293806998059,55,1.25,0.2,0.012388888888888889,
58,easy_d00,Easy,20360678,True,1.3472059110645205,40,1.35,0.2,0.010011111111111111,
59,easy_d01,Easy,20360679,True,0.9784502820111811,55,1.25,0.2,0.012988888888888888,
60,easy_d00,Easy,20360680,True,2.4852278511971235,40,1.35,0.2,0.010011111111111111,
61,easy_d01,Easy,20360681,True,2.2762413669843227,55,1.25,0.2,0.011955555555555556,
62,easy_d00,Easy,20360682,True,1.0892261220142245,40,1.35,0.2,0.008766666666666667,
63,easy_d01,Easy,20360683,True,2.6463938190136105,55,1.25,0.2,0.011922222222222223,
64,easy_d00,Easy,20360684,True,2.5395159339532256,40,1.35,0.2,0.009344444444444445,
65,easy_d01,Easy,20360685,True,5.724272299092263,55,1.25,0.2,0.012966666666666666,
66,easy_d00,Easy,20360686,True,0.8715298040769994,40,1.35,0.2,0.010622222222222222,
67,easy_d01,Easy,20360687,True,0.8783332998864353,55,1.25,0.2,0.012455555555555555,
68,easy_d00,Easy,20360688,True,1.279208776075393,40,1.35,0.2,0.008366666666666666,
69,easy_d01,Easy,20360689,True,0.9806148060597479,55,1.25,0.2,0.012755555555555555,
70,easy_d00,Easy,20360690,True,2.822744958102703,40,1.35,0.2,0.008866666666666667,
71,easy_d01,Easy,20360691,True,0.9853388681076467,55,1.25,0.2,0.010733333333333333,
72,easy_d00,Easy,20360692,True,3.3320423599798232,40,1.35,0.2,0.009855555555555555,
73,easy_d01,Easy,20360693,True,3.9034584250766784,55,1.25,0.2,0.012355555555555555,
74,easy_d00,Easy,20360694,True,4.980779709061608,40,1.35,0.2,0.008833333333333334,
75,easy_d01,Easy,20360695,True,0.5973956610541791,55,1.25,0.2,0.013033333333333333,
76,easy_d00,Easy,20360696,True,1.4474797011353076,40,1.35,0.2,0.0094,
77,easy_d01,Easy,20360697,True,6.26529241586104,55,1.25,0.2,0.012444444444444444,
78,easy_d00,Easy,20360698,True,2.9606343400664628,40,1.35,0.2,0.008633333333333333,
79,easy_d01,Easy,20360699,True,0.8094595840666443,55,1.25,0.2,0.012588888888888889,
80,easy_d00,Easy,20360700,True,1.0030384049750865,40,1.35,0.2,0.010155555555555555,
81,easy_d01,Easy,20360701,True,1.2042414851021022,55,1.25,0.2,0.0116,
82,easy_d00,Easy,20360702,True,1.674637129995972,40,1.35,0.2,0.010244444444444445,
83,easy_d01,Easy,20360703,True,1.5278823068365455,55,1.25,0.2,0.011844444444444444,
84,easy_d00,Easy,20360704,True,1.0679072830826044,40,1.35,0.2,0.010466666666666668,
85,easy_d01,Easy,20360705,True,0.806619618088007,55,1.25,0.2,0.01198888888888889,
86,easy_d00,Easy,20360706,True,1.0429719500243664,40,1.35,0.2,0.0094,
87,easy_d01,Easy,20360707,True,1.2197487440425903,55,1.25,0.2,0.012766666666666667,
88,easy_d00,Easy,20360708,True,0.8100341451354325,40,1.35,0.2,0.0085,
89,easy_d01,Easy,20360709,True,2.673665011068806,55,1.25,0.2,0.012022222222222222,
90,easy_d00,Easy,20360710,True,0.9461977500468493,40,1.35,0.2,0.009133333333333334,
91,easy_d01,Easy,20360711,True,7.852617203025147,55,1.25,0.2,0.012433333333333333,
92,easy_d00,Easy,20360712,True,1.032791743054986,40,1.35,0.2,0.009077777777777778,
93,easy_d01,Easy,20360713,True,1.8608783360105008,55,1.25,0.2,0.0119,
94,easy_d00,Easy,20360714,True,0.8865727640222758,40,1.35,0.2,0.0087,
95,easy_d01,Easy,20360715,True,2.225857458077371,55,1.25,0.2,0.013111111111111112,
96,easy_d00,Easy,20360716,True,1.7812614268623292,40,1.35,0.2,0.008822222222222223,
97,easy_d01,Easy,20360717,True,6.43931586900726,55,1.25,0.2,0.012944444444444444,
98,easy_d00,Easy,20360718,True,2.4990033130161464,40,1.35,0.2,0.009044444444444445,
99,easy_d01,Easy,20360719,True,31.319838981842622,55,1.25,0.2,0.013933333333333334,
100,easy_d00,Easy,20360720,True,2.4839334988500923,40,1.35,0.2,0.009122222222222223,
101,easy_d01,Easy,20360721,True,1.4613063160795718,55,1.25,0.2,0.012544444444444445,
102,easy_d00,Easy,20360722,True,1.3324051641393453,40,1.35,0.2,0.0089,
103,easy_d01,Easy,20360723,True,4.5883865328505635,55,1.25,0.2,0.012177777777777777,
104,easy_d00,Easy,20360724,True,2.403367480961606,40,1.35,0.2,0.009555555555555555,
105,easy_d01,Easy,20360725,True,0.8277853990439326,55,1.25,0.2,0.013544444444444444,
106,easy_d00,Easy,20360726,True,1.762588809011504,40,1.35,0.2,0.009488888888888889,
107,easy_d01,Easy,20360727,True,1.151382421841845,55,1.25,0.2,0.0126,
108,easy_d00,Easy,20360728,True,1.0238499199040234,40,1.35,0.2,0.009288888888888888,
109,easy_d01,Easy,20360729,True,1.044502167031169,55,1.25,0.2,0.0121,
110,easy_d00,Easy,20360730,True,1.5815093968994915,40,1.35,0.2,0.008233333333333334,
111,easy_d01,Easy,20360731,True,2.836434646975249,55,1.25,0.2,0.012855555555555556,
112,easy_d00,Easy,20360732,True,1.535894697997719,40,1.35,0.2,0.009022222222222221,
113,easy_d01,Easy,20360733,True,1.0976952319033444,55,1.25,0.2,0.01138888888888889,
114,easy_d00,Easy,20360734,True,0.816080256132409,40,1.35,0.2,0.00878888888888889,
115,easy_d01,Easy,20360735,True,6.295028154971078,55,1.25,0.2,0.013288888888888888,
116,easy_d00,Easy,20360736,True,0.9966277692001313,40,1.35,0.2,0.009288888888888888,
117,easy_d01,Easy,20360737,True,3.441487015923485,55,1.25,0.2,0.0113,
118,easy_d00,Easy,20360738,True,0.7995309107936919,40,1.35,0.2,0.010288888888888889,
119,easy_d01,Easy,20360739,True,6.8902156399562955,55,1.25,0.2,0.01271111111111111,
120,easy_d00,Easy,20360740,True,0.8097728709690273,40,1.35,0.2,0.008944444444444444,
121,easy_d01,Easy,20360741,True,3.987120653036982,55,1.25,0.2,0.011466666666666667,
122,easy_d00,Easy,20360742,True,1.6383852490689605,40,1.35,0.2,0.008755555555555556,
123,easy_d01,Easy,20360743,True,2.408732963958755,55,1.25,0.2,0.011944444444444445,
124,easy_d00,Easy,20360744,True,1.171784414211288,40,1.35,0.2,0.00901111111111111,
125,easy_d01,Easy,20360745,True,0.9590744730085135,55,1.25,0.2,0.0123,
126,easy_d00,Easy,20360746,True,0.826077600941062,40,1.35,0.2,0.008611111111111111,
127,easy_d01,Easy,20360747,True,1.0238760879728943,55,1.25,0.2,0.011455555555555556,
128,easy_d00,Easy,20360748,True,1.8337836500722915,40,1.35,0.2,0.008855555555555556,
129,easy_d01,Easy,20360749,True,7.459796619135886,55,1.25,0.2,0.012877777777777778,
130,easy_d00,Easy,20360750,True,2.255654255859554,40,1.35,0.2,0.009033333333333334,
131,easy_d01,Easy,20360751,True,0.8091873410157859,55,1.25,0.2,0.013033333333333333,
132,easy_d00,Easy,20360752,True,4.77071388810873,40,1.35,0.2,0.009633333333333334,
133,easy_d01,Easy,20360753,True,0.9315823970828205,55,1.25,0.2,0.012822222222222223,
134,easy_d00,Easy,20360754,True,0.637816125061363,40,1.35,0.2,0.008877777777777778,
135,easy_d01,Easy,20360755,True,2.496649257838726,55,1.25,0.2,0.012244444444444445,
136,easy_d00,Easy,20360756,True,1.6529648720752448,40,1.35,0.2,0.009033333333333334,
137,easy_d01,Easy,20360757,True,2.490579450968653,55,1.25,0.2,0.012166666666666666,
138,easy_d00,Easy,20360758,True,1.1577476100064814,40,1.35,0.2,0.009711111111111111,
139,easy_d01,Easy,20360759,True,3.0529102981090546,55,1.25,0.2,0.013033333333333333,
140,easy_d00,Easy,20360760,True,1.6441805860958993,40,1.35,0.2,0.008588888888888889,
141,easy_d01,Easy,20360761,True,1.9236641060560942,55,1.25,0.2,0.011755555555555556,
142,easy_d00,Easy,20360762,True,1.0106702169869095,40,1.35,0.2,0.008433333333333333,
143,easy_d01,Easy,20360763,True,1.8856672691181302,55,1.25,0.2,0.013277777777777777,
144,easy_d00,Easy,20360764,True,6.4662072190549225,40,1.35,0.2,0.008977777777777777,
145,easy_d01,Easy,20360765,True,1.256160788005218,55,1.25,0.2,0.012466666666666666,
146,easy_d00,Easy,20360766,True,7.943899495061487,40,1.35,0.2,0.009233333333333333,
147,easy_d01,Easy,20360767,True,2.039561262121424,55,1.25,0.2,0.013544444444444444,
148,easy_d00,Easy,20360768,True,0.5348144969902933,40,1.35,0.2,0.008244444444444445,
149,easy_d01,Easy,20360769,True,4.57751566497609,55,1.25,0.2,0.011555555555555555,
150,easy_d00,Easy,20360770,True,0.9374637310393155,40,1.35,0.2,0.008844444444444445,
151,easy_d01,Easy,20360771,True,2.4552739951759577,55,1.25,0.2,0.012455555555555555,
152,easy_d00,Easy,20360772,True,3.5656329239718616,40,1.35,0.2,0.00938888888888889,
153,easy_d01,Easy,20360773,True,1.8727260420564562,55,1.25,0.2,0.013,
154,easy_d00,Easy,20360774,True,0.9639442542102188,40,1.35,0.2,0.009611111111111112,
155,easy_d01,Easy,20360775,True,1.4168440659996122,55,1.25,0.2,0.013133333333333334,
156,easy_d00,Easy,20360776,True,0.7687370548956096,40,1.35,0.2,0.009844444444444444,
157,easy_d01,Easy,20360777,True,3.826507553923875,55,1.25,0.2,0.012233333333333334,
158,easy_d00,Easy,20360778,True,2.1738847820088267,40,1.35,0.2,0.008844444444444445,
159,easy_d01,Easy,20360779,True,4.05857186508365,55,1.25,0.2,0.013833333333333333,
160,easy_d00,Easy,20360780,True,0.377974484115839,40,1.35,0.2,0.009455555555555556,
161,easy_d01,Easy,20360781,True,2.66789962281473,55,1.25,0.2,0.014355555555555555,
162,easy_d00,Easy,20360782,True,2.1215599558781832,40,1.35,0.2,0.009077777777777778,
163,easy_d01,Easy,20360783,True,0.9096019610296935,55,1.25,0.2,0.012077777777777778,
164,easy_d00,Easy,20360784,True,18.506131888134405,40,1.35,0.2,0.009777777777777778,
165,easy_d01,Easy,20360785,True,2.589680155972019,55,1.25,0.2,0.011955555555555556,
166,easy_d00,Easy,20360786,True,1.248552133096382,40,1.35,0.2,0.009188888888888889,
167,easy_d01,Easy,20360787,True,5.373962625861168,55,1.25,0.2,0.0125,
168,easy_d00,Easy,20360788,True,0.7227578740566969,40,1.35,0.2,0.008088888888888889,
169,easy_d01,Easy,20360789,True,1.6518991070333868,55,1.25,0.2,0.011777777777777778,
170,easy_d00,Easy,20360790,True,2.2113778919447213,40,1.35,0.2,0.009277777777777777,
171,easy_d01,Easy,20360791,True,4.534581590909511,55,1.25,0.2,0.011422222222222222,
172,easy_d00,Easy,20360792,True,4.535869752988219,40,1.35,0.2,0.010055555555555555,
173,easy_d01,Easy,20360793,True,0.8363415871281177,55,1.25,0.2,0.0114,
174,easy_d00,Easy,20360794,True,1.363621551077813,40,1.35,0.2,0.008144444444444444,
175,easy_d01,Easy,20360795,True,2.4971003939863294,55,1.25,0.2,0.012688888888888888,
176,easy_d00,Easy,20360796,True,1.5390543120447546,40,1.35,0.2,0.008744444444444445,
177,easy_d01,Easy,20360797,True,10.757357506081462,55,1.25,0.2,0.011977777777777778,
178,easy_d00,Easy,20360798,True,0.7627467950806022,40,1.35,0.2,0.008977777777777777,
179,easy_d01,Easy,20360799,True,1.7958182089496404,55,1.25,0.2,0.011533333333333333,
180,easy_d00,Easy,20360800,True,0.45537951006554067,40,1.35,0.2,0.009966666666666667,
181,easy_d01,Easy,20360801,True,2.8559797420166433,55,1.25,0.2,0.012644444444444444,
182,easy_d00,Easy,20360802,True,1.4855044491123408,40,1.35,0.2,0.009588888888888888,
183,easy_d01,Easy,20360803,True,0.7460893399547786,55,1.25,0.2,0.01161111111111111,
184,easy_d00,Easy,20360804,True,1.0636548697948456,40,1.35,0.2,0.009844444444444444,
185,easy_d01,Easy,20360805,True,1.8223096050787717,55,1.25,0.2,0.012466666666666666,
186,easy_d00,Easy,20360806,True,1.753618277842179,40,1.35,0.2,0.008677777777777777,
187,easy_d01,Easy,20360807,True,4.8749627659562975,55,1.25,0.2,0.012022222222222222,
188,easy_d00,Easy,20360808,True,3.1394358058460057,40,1.35,0.2,0.009466666666666667,
189,easy_d01,Easy,20360809,True,1.978905197000131,55,1.25,0.2,0.012266666666666667,
190,easy_d00,Easy,20360810,True,0.8024019249714911,40,1.35,0.2,0.0089,
191,easy_d01,Easy,20360811,True,1.2855483051389456,55,1.25,0.2,0.011822222222222222,
192,easy_d00,Easy,20360812,True,4.98167649214156,40,1.35,0.2,0.0086,
193,easy_d01,Easy,20360813,True,2.2923722099512815,55,1.25,0.2,0.012966666666666666,
194,easy_d00,Easy,20360814,True,0.9942910980898887,40,1.35,0.2,0.009255555555555555,
195,easy_d01,Easy,20360815,True,9.259245961904526,55,1.25,0.2,0.013066666666666667,
196,easy_d00,Easy,20360816,True,1.587225286057219,40,1.35,0.2,0.008988888888888888,
197,easy_d01,Easy,20360817,True,1.525636058067903,55,1.25,0.2,0.012577777777777778,
198,easy_d00,Easy,20360818,True,1.951770168961957,40,1.35,0.2,0.009211111111111111,
199,easy_d01,Easy,20360819,True,0.5522149680182338,55,1.25,0.2,0.013533333333333333,
200,easy_d00,Easy,20360820,True,7.14570532203652,40,1.35,0.2,0.010122222222222222,
201,easy_d01,Easy,20360821,True,0.8057396761141717,55,1.25,0.2,0.012655555555555555,
202,easy_d00,Easy,20360822,True,0.7599132240284234,40,1.35,0.2,0.010055555555555555,
203,easy_d01,Easy,20360823,True,1.5402559768408537,55,1.25,0.2,0.0135,
204,easy_d00,Easy,20360824,True,1.009124657139182,40,1.35,0.2,0.0075,
205,easy_d01,Easy,20360825,True,1.2471343060024083,55,1.25,0.2,0.011755555555555556,
206,easy_d00,Easy,20360826,True,0.8961797060910612,40,1.35,0.2,0.008944444444444444,
207,easy_d01,Easy,20360827,True,5.5664428260643035,55,1.25,0.2,0.013655555555555556,
208,easy_d00,Easy,20360828,True,2.1776219860184938,40,1.35,0.2,0.009433333333333334,
209,easy_d01,Easy,20360829,True,4.104498432017863,55,1.25,0.2,0.0113,
210,easy_d00,Easy,20360830,True,1.1873487629927695,40,1.35,0.2,0.009177777777777778,
211,easy_d01,Easy,20360831,True,0.9566049398854375,55,1.25,0.2,0.011588888888888888,
212,easy_d00,Easy,20360832,True,1.02089534397237,40,1.35,0.2,0.0097,
213,easy_d01,Easy,20360833,True,9.129880310967565,55,1.25,0.2,0.012555555555555556,
214,easy_d00,Easy,20360834,True,0.9126166978385299,40,1.35,0.2,0.008288888888888889,
215,easy_d01,Easy,20360835,True,1.1259015640243888,55,1.25,0.2,0.012288888888888889,
216,easy_d00,Easy,20360836,True,14.295525667956099,40,1.35,0.2,0.008911111111111111,
217,easy_d01,Easy,20360837,True,3.9555037668906152,55,1.25,0.2,0.013255555555555555,
218,easy_d00,Easy,20360838,True,0.5512761240825057,40,1.35,0.2,0.008566666666666667,
219,easy_d01,Easy,20360839,True,1.123805166222155,55,1.25,0.2,0.010422222222222222,
220,easy_d00,Easy,20360840,True,1.9633110498543829,40,1.35,0.2,0.009288888888888888,
221,easy_d01,Easy,20360841,True,2.9837635669391602,55,1.25,0.2,0.012388888888888889,
222,easy_d00,Easy,20360842,True,5.543049494037405,40,1.35,0.2,0.008944444444444444,
223,easy_d01,Easy,20360843,True,1.102930119028315,55,1.25,0.2,0.013466666666666667,
224,easy_d00,Easy,20360844,True,2.097112766932696,40,1.35,0.2,0.008755555555555556,
225,easy_d01,Easy,20360845,True,0.951785481069237,55,1.25,0.2,0.012455555555555555,
226,easy_d00,Easy,20360846,True,6.714234265964478,40,1.35,0.2,0.009677777777777778,
227,easy_d01,Easy,20360847,True,10.539712111931294,55,1.25,0.2,0.012855555555555556,
228,easy_d00,Easy,20360848,True,4.461386750917882,40,1.35,0.2,0.008666666666666666,
229,easy_d01,Easy,20360849,True,12.1658444639761,55,1.25,0.2,0.011366666666666667,
230,easy_d00,Easy,20360850,True,2.008702371036634,40,1.35,0.2,0.008911111111111111,
231,easy_d01,Easy,20360851,True,1.3367306808941066,55,1.25,0.2,0.012555555555555556,
232,easy_d00,Easy,20360852,True,2.506495652953163,40,1.35,0.2,0.008611111111111111,
233,easy_d01,Easy,20360853,True,3.9438285189680755,55,1.25,0.2,0.012733333333333333,
234,easy_d00,Easy,20360854,True,0.7499630048405379,40,1.35,0.2,0.0095,
235,easy_d01,Easy,20360855,True,3.643936106003821,55,1.25,0.2,0.0114,
236,easy_d00,Easy,20360856,True,0.9473444239702076,40,1.35,0.2,0.0102,
237,easy_d01,Easy,20360857,True,1.6423224268946797,55,1.25,0.2,0.0118,
238,easy_d00,Easy,20360858,True,3.392529131146148,40,1.35,0.2,0.009133333333333334,
239,easy_d01,Easy,20360859,True,4.212618050165474,55,1.25,0.2,0.012566666666666667,
240,easy_d00,Easy,20360860,True,0.7828240890521556,40,1.35,0.2,0.008377777777777777,
241,easy_d01,Easy,20360861,True,2.046960058854893,55,1.25,0.2,0.011555555555555555,
242,easy_d00,Easy,20360862,True,1.46002028696239,40,1.35,0.2,0.009455555555555556,
243,easy_d01,Easy,20360863,True,5.71120432112366,55,1.25,0.2,0.0126,
244,easy_d00,Easy,20360864,True,1.2607461970765144,40,1.35,0.2,0.009055555555555556,
245,easy_d01,Easy,20360865,True,0.813970847055316,55,1.25,0.2,0.011344444444444445,
246,easy_d00,Easy,20360866,True,1.1035228290129453,40,1.35,0.2,0.008044444444444444,
247,easy_d01,Easy,20360867,True,5.429884224198759,55,1.25,0.2,0.013522222222222222,
248,easy_d00,Easy,20360868,True,2.955592412967235,40,1.35,0.2,0.0087,
249,easy_d01,Easy,20360869,True,2.1352529139257967,55,1.25,0.2,0.012833333333333334,
250,easy_d00,Easy,20360870,True,0.9088377261068672,40,1.35,0.2,0.008966666666666666,
251,easy_d01,Easy,20360871,True,2.254887752002105,55,1.25,0.2,0.0106,
252,easy_d00,Easy,20360872,True,0.7550308802165091,40,1.35,0.2,0.008366666666666666,
253,easy_d01,Easy,20360873,True,0.9095686729997396,55,1.25,0.2,0.012588888888888889,
254,easy_d00,Easy,20360874,True,1.4831519660074264,40,1.35,0.2,0.01,
255,easy_d01,Easy,20360875,True,1.1599264349788427,55,1.25,0.2,0.012222222222222223,
256,easy_d00,Easy,20360876,True,1.3357705469243228,40,1.35,0.2,0.008644444444444444,
257,easy_d01,Easy,20360877,True,1.2545498758554459,55,1.25,0.2,0.01271111111111111,
258,easy_d00,Easy,20360878,True,1.1732545781414956,40,1.35,0.2,0.008611111111111111,
259,easy_d01,Easy,20360879,True,0.8032059920951724,55,1.25,0.2,0.012566666666666667,
260,easy_d00,Easy,20360880,True,0.7967042129021138,40,1.35,0.2,0.008633333333333333,
261,easy_d01,Easy,20360881,True,3.2148049969691783,55,1.25,0.2,0.012088888888888889,
262,easy_d00,Easy,20360882,True,0.8286115019582212,40,1.35,0.2,0.009433333333333334,
263,easy_d01,Easy,20360883,True,2.004388175904751,55,1.25,0.2,0.013133333333333334,
264,easy_d00,Easy,20360884,True,2.840162825072184,40,1.35,0.2,0.011211111111111111,
265,easy_d01,Easy,20360885,True,1.0607501959893852,55,1.25,0.2,0.0117,
266,easy_d00,Easy,20360886,True,3.18311913497746,40,1.35,0.2,0.008233333333333334,
267,easy_d01,Easy,20360887,True,4.717588104074821,55,1.25,0.2,0.01131111111111111,
268,easy_d00,Easy,20360888,True,2.929624873911962,40,1.35,0.2,0.0089,
269,easy_d01,Easy,20360889,True,3.3501349170692265,55,1.25,0.2,0.012966666666666666,
270,easy_d00,Easy,20360890,True,2.1184811838902533,40,1.35,0.2,0.010366666666666666,
271,easy_d01,Easy,20360891,True,4.233622619882226,55,1.25,0.2,0.0113,
272,easy_d00,Easy,20360892,True,0.7860389868728817,40,1.35,0.2,0.008577777777777778,
273,easy_d01,Easy,20360893,True,5.128735529026017,55,1.25,0.2,0.0126,
274,easy_d00,Easy,20360894,True,1.0273129779379815,40,1.35,0.2,0.009488888888888889,
275,easy_d01,Easy,20360895,True,6.519278104882687,55,1.25,0.2,0.013155555555555556,
276,easy_d00,Easy,20360896,True,1.6978454168420285,40,1.35,0.2,0.008744444444444445,
277,easy_d01,Easy,20360897,True,0.7164643490687013,55,1.25,0.2,0.012477777777777779,
278,easy_d00,Easy,20360898,True,0.9677151089999825,40,1.35,0.2,0.009933333333333334,
279,easy_d01,Easy,20360899,True,2.5289518060162663,55,1.25,0.2,0.010911111111111111,
280,easy_d00,Easy,20360900,True,1.4337168419733644,40,1.35,0.2,0.0098,
281,easy_d01,Easy,20360901,True,4.455811478197575,55,1.25,0.2,0.012355555555555555,
282,easy_d00,Easy,20360902,True,5.520668683107942,40,1.35,0.2,0.008555555555555556,
283,easy_d01,Easy,20360903,True,4.871778019936755,55,1.25,0.2,0.014155555555555555,
284,easy_d00,Easy,20360904,True,1.1698960149660707,40,1.35,0.2,0.008544444444444445,
285,easy_d01,Easy,20360905,True,2.4427848081104457,55,1.25,0.2,0.01271111111111111,
286,easy_d00,Easy,20360906,True,0.6249184990301728,40,1.35,0.2,0.008677777777777777,
287,easy_d01,Easy,20360907,True,0.7376874359324574,55,1.25,0.2,0.012133333333333333,
288,easy_d00,Easy,20360908,True,1.0195546119939536,40,1.35,0.2,0.009222222222222222,
289,easy_d01,Easy,20360909,True,2.898965405067429,55,1.25,0.2,0.013855555555555555,
290,easy_d00,Easy,20360910,True,0.9227186699863523,40,1.35,0.2,0.009355555555555556,
291,easy_d01,Easy,20360911,True,8.401985313976184,55,1.25,0.2,0.011433333333333334,
292,easy_d00,Easy,20360912,True,0.8030676550697535,40,1.35,0.2,0.008644444444444444,
293,easy_d01,Easy,20360913,True,4.440103670116514,55,1.25,0.2,0.012866666666666667,
294,easy_d00,Easy,20360914,True,2.912922475952655,40,1.35,0.2,0.0093,
295,easy_d01,Easy,20360915,True,1.3458588470239192,55,1.25,0.2,0.012266666666666667,
296,easy_d00,Easy,20360916,True,0.8577930580358952,40,1.35,0.2,0.008033333333333333,
297,easy_d01,Easy,20360917,True,16.29100221884437,55,1.25,0.2,0.013022222222222221,
298,easy_d00,Easy,20360918,True,12.702351203886792,40,1.35,0.2,0.00878888888888889,
299,easy_d01,Easy,20360919,True,0.927619633032009,55,1.25,0.2,0.012677777777777777,
