query_id,method,pre_success,pre_feasible,pre_collision_violation_count,pre_failure_reason,guard_success,guard_feasible,guard_collision_violation_count,guard_failure_reason,guard_rejected_collision_violation_count,guard_total_time_s
extreme_s01_q0029,n3p_k1,True,False,1,,False,False,0,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,,3.5136843072250485
