method,difficulty_bucket,count,success_count,success_rate,feasible_count,feasible_rate,median_time_s,p95_time_s,min_time_s,mean_time_s,median_expansions,p95_expansions,median_path_inflation_ratio,p95_path_inflation_ratio,mean_direction_switches,median_min_clearance_m,collision_violation_total,fallback_trigger_rate,fallback_f1_rate,fallback_f2_rate,fallback_f3_rate,subgoal_reachability_rate
bottleneck_waypoint,Complex,1,1,1.0,1,1.0,0.5031371199947898,0.5031371199947898,0.5031371199947898,0.5031371199947898,3.0,3.0,0.16236636581248254,0.16236636581248254,2.0,0.3104922540544357,0,0.0,0.0,0.0,0.0,
bottleneck_waypoint,Easy,1,1,1.0,1,1.0,0.3309554119987297,0.3309554119987297,0.3309554119987297,0.3309554119987297,2.0,2.0,0.031541957541968646,0.031541957541968646,0.0,0.8347427224643271,0,0.0,0.0,0.0,0.0,
bottleneck_waypoint,Extreme,1,1,1.0,1,1.0,0.466858282998146,0.466858282998146,0.466858282998146,0.466858282998146,3.0,3.0,0.1137386425732605,0.1137386425732605,0.0,0.26995995245915183,0,0.0,0.0,0.0,0.0,
f_n3p_knn,Complex,1,1,1.0,1,1.0,0.3233244349976303,0.3233244349976303,0.3233244349976303,0.3233244349976303,2.0,2.0,0.3421482644929519,0.3421482644929519,3.0,0.25995912998159443,0,1.0,1.0,0.0,0.0,0.5
f_n3p_knn,Easy,1,1,1.0,1,1.0,0.15566359499644022,0.15566359499644022,0.15566359499644022,0.15566359499644022,1.0,1.0,0.04577958669579707,0.04577958669579707,0.0,0.5566764354918532,0,1.0,1.0,0.0,0.0,0.0
f_n3p_knn,Extreme,1,1,1.0,1,1.0,0.29923413199867355,0.29923413199867355,0.29923413199867355,0.29923413199867355,2.0,2.0,0.25031819594952465,0.25031819594952465,3.0,0.17410199627235512,0,1.0,1.0,0.0,0.0,0.0
idb_rrt,Complex,1,0,0.0,0,0.0,0.7146790530023281,0.7146790530023281,0.7146790530023281,0.7146790530023281,192.0,192.0,,,0.0,,0,0.0,0.0,0.0,0.0,
idb_rrt,Easy,1,0,0.0,0,0.0,0.8254672969997046,0.8254672969997046,0.8254672969997046,0.8254672969997046,226.0,226.0,,,0.0,,0,0.0,0.0,0.0,0.0,
idb_rrt,Extreme,1,0,0.0,0,0.0,0.5994229899952188,0.5994229899952188,0.5994229899952188,0.5994229899952188,176.0,176.0,,,0.0,,0,0.0,0.0,0.0,0.0,
improved_ha,Complex,1,1,1.0,1,1.0,0.6622819900512695,0.6622819900512695,0.6622819900512695,0.6622819900512695,729.0,729.0,0.0,0.0,0.0,0.09211451100499735,0,0.0,0.0,0.0,0.0,
improved_ha,Easy,1,1,1.0,1,1.0,0.16501903533935547,0.16501903533935547,0.16501903533935547,0.16501903533935547,31.0,31.0,0.0,0.0,0.0,0.25159669996508516,0,0.0,0.0,0.0,0.0,
improved_ha,Extreme,1,1,1.0,1,1.0,0.15243124961853027,0.15243124961853027,0.15243124961853027,0.15243124961853027,13.0,13.0,0.0,0.0,0.0,0.1909453326641124,0,0.0,0.0,0.0,0.0,
lo_ha,Complex,1,1,1.0,1,1.0,0.9076602458953857,0.9076602458953857,0.9076602458953857,0.9076602458953857,1457.0,1457.0,-0.002119491325935363,-0.002119491325935363,0.0,0.05794645390239184,0,0.0,0.0,0.0,0.0,
lo_ha,Easy,1,1,1.0,1,1.0,0.16284418106079102,0.16284418106079102,0.16284418106079102,0.16284418106079102,61.0,61.0,-0.02423937789913022,-0.02423937789913022,0.0,0.07818704943839083,0,0.0,0.0,0.0,0.0,
lo_ha,Extreme,1,1,1.0,1,1.0,0.14759182929992676,0.14759182929992676,0.14759182929992676,0.14759182929992676,19.0,19.0,-0.012059696462626945,-0.012059696462626945,0.0,0.10292405888983858,0,0.0,0.0,0.0,0.0,
n3p_k1,Complex,1,1,1.0,1,1.0,0.3370232910019695,0.3370232910019695,0.3370232910019695,0.3370232910019695,241.0,241.0,-0.0057450273061034896,-0.0057450273061034896,0.0,0.08783753682172046,0,1.0,0.0,1.0,0.0,
n3p_k1,Easy,1,1,1.0,1,1.0,1.175058616005117,1.175058616005117,1.175058616005117,1.175058616005117,964.0,964.0,0.0,0.0,0.0,0.25159669996508516,0,1.0,0.0,1.0,0.0,
n3p_k1,Extreme,1,1,1.0,1,1.0,0.15511271000286797,0.15511271000286797,0.15511271000286797,0.15511271000286797,5.0,5.0,0.0028510754747068656,0.0028510754747068656,0.0,0.07980015545511376,0,1.0,0.0,1.0,0.0,
ss_rrt,Complex,1,1,1.0,1,1.0,0.3627692070003832,0.3627692070003832,0.3627692070003832,0.3627692070003832,192.0,192.0,0.02273000974015371,0.02273000974015371,0.0,0.07384308844503118,0,0.0,0.0,0.0,0.0,
ss_rrt,Easy,1,1,1.0,1,1.0,1.1989004990027752,1.1989004990027752,1.1989004990027752,1.1989004990027752,729.0,729.0,0.22690352030138405,0.22690352030138405,2.0,0.06756533193451297,0,0.0,0.0,0.0,0.0,
ss_rrt,Extreme,1,0,0.0,0,0.0,2.5002378589997534,2.5002378589997534,2.5002378589997534,2.5002378589997534,1878.0,1878.0,,,0.0,,0,0.0,0.0,0.0,0.0,
vanilla_ha,Complex,1,1,1.0,1,1.0,0.6651248931884766,0.6651248931884766,0.6651248931884766,0.6651248931884766,729.0,729.0,,,0.0,0.09211451100499735,0,0.0,0.0,0.0,0.0,
vanilla_ha,Easy,1,1,1.0,1,1.0,0.16630983352661133,0.16630983352661133,0.16630983352661133,0.16630983352661133,31.0,31.0,,,0.0,0.25159669996508516,0,0.0,0.0,0.0,0.0,
vanilla_ha,Extreme,1,1,1.0,1,1.0,0.15059185028076172,0.15059185028076172,0.15059185028076172,0.15059185028076172,13.0,13.0,,,0.0,0.1909453326641124,0,0.0,0.0,0.0,0.0,
voronoi_waypoint,Complex,1,1,1.0,1,1.0,0.5208821530031855,0.5208821530031855,0.5208821530031855,0.5208821530031855,31.0,31.0,0.3952399726894702,0.3952399726894702,3.0,0.08685597602461792,0,0.0,0.0,0.0,0.0,
voronoi_waypoint,Easy,1,1,1.0,1,1.0,0.3262268820035388,0.3262268820035388,0.3262268820035388,0.3262268820035388,2.0,2.0,0.043428648875873055,0.043428648875873055,0.0,0.8347427224643271,0,0.0,0.0,0.0,0.0,
voronoi_waypoint,Extreme,1,1,1.0,1,1.0,0.3339624170039315,0.3339624170039315,0.3339624170039315,0.3339624170039315,8.0,8.0,0.05101368722921573,0.05101368722921573,0.0,0.10243278202535633,0,0.0,0.0,0.0,0.0,
