episode_index,curriculum_stage,curriculum_source,query_id,difficulty_bucket,profile_name,map_seed,query_seed,reward_total,reward_term_success,reward_term_terminal,reward_term_collision,reward_term_progress,reward_term_rs_progress,reward_term_clearance,reward_term_curvature,reward_term_path_length,reward_term_step,terminated,truncated,terminal_rs_success,collision,failure_reason,rollout_steps,rollout_collision_checks,rollout_length_m,min_clearance_m,mean_abs_curvature_delta,mean_abs_curvature_rate,nn_forward_time_s,rollout_sample_time_s,rollout_collision_time_s,terminal_rs_time_s
0,open_connector,procedural_empty_grid,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,,1,4,0.2999018384917371,1.5638108208586554,0.8862105636299186,2.955002103644441,0.0,5.208e-06,1.4333e-05,8.45e-05
1,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0003,Complex,complex_d02,20360620,20361623,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,2,8,0.5999050569295243,0.06381082085865541,0.8920774780349149,2.974062204445509,0.0,8.208e-06,3.7749999999999996e-05,6.6333e-05
2,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0002,Complex,complex_d04,20360620,20361622,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,3,12,0.8999218079765217,0.06381082085865541,0.45102976672350187,1.5035631853537732,0.0,1.1041e-05,4.7125e-05,0.0001575
3,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,extreme_s00_q0003,Extreme,extreme_d05,20460620,20461623,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,5,20,1.499793897402932,0.06381082085865541,0.6212910638119818,2.0712548067031737,0.0,1.5501e-05,6.725e-05,0.000333541
4,heldout_procedural,main_evaluation_build_query_set,complex_s00_q0001,Complex,complex_d03,20360707,20361708,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,1,4,0.29994828764394427,-0.23618917616111235,0.6432108856924148,2.144405926584061,0.0,3.417e-06,1.4167e-05,0.0
5,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0003,Complex,complex_d02,20360620,20361623,-0.25,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,no_progress,27,108,8.098514635169703,0.5638108208586554,0.7410184952224746,2.4705146897085974,0.0,9.7625e-05,0.000324753,0.003394917
6,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,extreme_s00_q0001,Extreme,extreme_d06,20460620,20461621,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,11,44,3.299437463024916,0.07371276168125673,0.8327404871573947,2.7762748836382984,0.0,3.6541e-05,0.000131419,0.001497583
7,open_connector,procedural_empty_grid,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,,1,4,0.2999584263636557,1.8638107731749396,0.576717364542982,1.9226576547104448,0.0,2.958e-06,1.1166e-05,7.5333e-05
8,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0006,Complex,complex_d02,20360621,20361622,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,3,12,0.8997055154752129,-0.11996141525012449,1.4770176060498643,4.925003506074059,0.0,9.875e-06,4.0416e-05,0.00012516600000000001
9,obstacle_bypass,procedural_single_side_obstacle,,,,,,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,1,4,0.29997912917530256,-0.011925135571779766,0.4086197283792641,1.3621605259760383,0.0,3e-06,2.0083e-05,0.0
10,heldout_procedural,main_evaluation_build_query_set,complex_s00_q0009,Complex,complex_d02,20360708,20361712,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,5,20,1.4998140897249692,-0.011925135571779766,0.6422516134596561,2.141104080364487,0.0,1.7332e-05,7.871e-05,0.0003745
11,obstacle_bypass,procedural_single_side_obstacle,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,,2,8,0.599874078394717,0.06381082085865541,1.121841069615325,3.7402551969486963,0.0,6.2499999999999995e-06,4.2208e-05,0.00024199999999999997
12,obstacle_bypass,procedural_single_side_obstacle,,,,,,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,1,4,0.29999763938018714,-0.011925135571779766,0.13742271676565593,0.45807932705597076,0.0,3.584e-06,2.1209e-05,0.0
13,obstacle_bypass,procedural_single_side_obstacle,,,,,,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,1,4,0.29997535896892347,0.06381082085865541,0.44399674124577,1.4801107089991572,0.0,2.541e-06,1.9125e-05,0.0
14,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0009,Complex,complex_d02,20360621,20361625,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,8,32,2.399655888725232,0.06381082085865541,0.6212515663688215,2.0711355133467864,0.0,2.3793e-05,0.000114086,0.00045554
15,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,extreme_s00_q0004,Extreme,extreme_d06,20460620,20461624,-0.25,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,no_progress,17,68,5.099366078466896,0.26381080893772646,0.7280775715578871,2.4272269388051604,0.0,5.1373e-05,0.000186918,0.001874749
16,obstacle_bypass,procedural_single_side_obstacle,,,,,,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,1,4,0.2999426120749459,-0.07563403697711424,0.677591137580832,2.259069269595892,0.0,3e-06,2.0084e-05,0.0
17,obstacle_bypass,procedural_single_side_obstacle,,,,,,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,3,12,0.8998596644515875,0.06381082085865541,0.7067178513048192,2.3560935528836806,0.0,8.625e-06,7.6625e-05,0.000138499
18,heldout_procedural,main_evaluation_build_query_set,complex_s00_q0004,Complex,complex_d03,20360707,20361711,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,8,32,2.3996824508577173,-0.21258236916762785,0.6798804827290971,2.2665681702546525,0.0,2.2334e-05,8.337399999999999e-05,0.000530042
19,heldout_procedural,main_evaluation_build_query_set,complex_s00_q0003,Complex,complex_d02,20360707,20361710,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,15,60,4.499140506512294,-0.03618917318088011,0.7150403547189729,2.383923174939699,0.0,4.3836e-05,0.000189583,0.001936832
20,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0006,Complex,complex_d02,20360621,20361622,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,,1,4,0.2999018384917368,1.5762720063139777,0.8862105636299186,2.955002103644444,0.0,2.625e-06,1.0667e-05,9.025e-05
21,obstacle_bypass,procedural_single_side_obstacle,,,,,,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,collision,1,4,0.29999488309174777,-0.011925135571779766,0.2023251726330133,0.6744287454100875,0.0,2.958e-06,2.0542e-05,0.0
22,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0006,Complex,complex_d02,20360621,20361622,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,,1,4,0.29999583058247176,0.3700365975310187,0.18263482498126338,0.6087912109533645,0.0,2.708e-06,1.1083e-05,0.000124459
