method,difficulty_bucket,count,success_count,success_rate,feasible_count,feasible_rate,median_time_s,p95_time_s,min_time_s,mean_time_s,median_expansions,p95_expansions,median_path_inflation_ratio,p95_path_inflation_ratio,mean_direction_switches,median_min_clearance_m,collision_violation_total,timeout_failure_count,timeout_failure_rate,mean_nn_forward_time_s,p95_nn_forward_time_s,rl_attempts_total,rl_successes_total,rs_attempts_total,fallback_to_primitives_total,fallback_trigger_rate,fallback_f1_rate,fallback_f2_rate,fallback_f3_rate,subgoal_reachability_rate
ha_dang_multi_rs,Complex,40,30,0.75,30,0.75,0.3686326742172241,2.5014402508735656,0.14766359329223633,1.0043807864189147,355.5,3977.4,0.0008847975238512884,0.010603501449517981,0.225,0.07612920516718086,0,10,0.25,,,0,0,94622,8572,0.0,0.0,0.0,0.0,
ha_dang_multi_rs,Extreme,40,27,0.675,27,0.675,0.49147212505340576,2.5012007355690002,0.14449572563171387,1.1186229050159455,562.5,4613.249999999997,0.0021408187306177773,0.0130081350906569,0.05,0.07392835269278875,0,13,0.325,,,0,0,113421,10284,0.0,0.0,0.0,0.0,
