episode_index,curriculum_stage,curriculum_source,query_id,difficulty_bucket,profile_name,map_seed,query_seed,reward_total,reward_term_success,reward_term_terminal,reward_term_collision,reward_term_progress,reward_term_rs_progress,reward_term_clearance,reward_term_curvature,reward_term_path_length,reward_term_step,terminated,truncated,terminal_rs_success,collision,failure_reason,rollout_steps,rollout_collision_checks,rollout_length_m,min_clearance_m,mean_abs_curvature_delta,mean_abs_curvature_rate,nn_forward_time_s,rollout_sample_time_s,rollout_collision_time_s,terminal_rs_time_s
0,open_connector,procedural_empty_grid,,,,,,1.1494325286688738,1.0,0.0,0.0,0.05943252866887381,0.0,0.1,0.0,0.0,-0.01,True,False,True,False,,1,4,0.29993032066656466,1.5638108208586554,0.7466414891236778,2.4893831589428603,0.0,4.959e-06,1.4459e-05,8.7625e-05
1,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0003,Complex,complex_d02,20360620,20361623,-0.8321730745867012,0.0,0.0,-1.0,0.11665487458715536,0.0,0.07117205082614345,0.0,0.0,-0.02,True,False,False,True,collision,2,8,0.5999462041163774,0.011024440806088887,0.7290559358289895,2.4304043623470193,0.0,7.709e-06,3.4917e-05,6.6292e-05
2,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0002,Complex,complex_d04,20360620,20361622,-0.7692760470498219,0.0,0.0,-1.0,0.17519962222253013,0.0,0.08552433072764795,0.0,0.0,-0.03,True,False,False,True,collision,3,12,0.8999285570566025,-0.23618917616111235,0.2446598570278776,0.8155975997519855,0.0,2.0333e-05,6.4292e-05,0.000175042
3,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,extreme_s00_q0003,Extreme,extreme_d05,20460620,20461623,-0.591865630904324,0.0,0.0,-1.0,0.296686311220855,0.0,0.16144805787482108,0.0,0.0,-0.05,True,False,False,True,collision,5,20,1.4996549094138172,-0.07563403697711424,1.246654677030587,4.156471829635385,0.0,1.6918e-05,5.875e-05,0.000282583
4,heldout_procedural,main_evaluation_build_query_set,complex_s00_q0001,Complex,complex_d03,20360707,20361708,-0.9500726293179442,0.0,0.0,-1.0,0.05992737068205578,0.0,0.0,0.0,0.0,-0.01,True,False,False,True,collision,1,4,0.2999900837784414,-0.23618917616111235,0.28165681090072836,0.9388870703764558,0.0,5.25e-06,1.8375e-05,0.0
5,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0003,Complex,complex_d02,20360620,20361623,0.2710603516740523,0.0,0.0,-1.0,0.49551726932515805,0.0,0.8855430823488942,0.0,0.0,-0.10999999999999999,True,False,False,True,collision,11,44,3.299436744249005,-0.21258236916762785,0.6324293540691855,2.1084577259699766,0.0,3.6876e-05,0.000137041,0.001139543
6,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,extreme_s00_q0001,Extreme,extreme_d06,20460620,20461621,0.5648012863142305,0.0,0.0,-1.0,0.6403042043901629,0.0,1.0444970819240675,0.0,0.0,-0.11999999999999998,True,False,False,True,collision,12,48,3.5993611527236617,0.06381082085865541,0.7741807595169282,2.5810605604756285,0.0,4.1959e-05,0.000151374,0.001603124
7,open_connector,procedural_empty_grid,,,,,,1.149796864817456,1.0,0.0,0.0,0.05979686481745592,0.0,0.1,0.0,0.0,-0.01,True,False,True,False,,1,4,0.2999753347990523,1.8638107731749396,0.4442144467957837,1.4808365730914324,0.0,3.25e-06,1.1291e-05,7.4416e-05
8,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0006,Complex,complex_d02,20360621,20361622,-0.7528506462305442,0.0,0.0,-1.0,0.13720759258513412,0.0,0.1399417611843217,0.0,0.0,-0.03,True,False,False,True,collision,3,12,0.8998431984416062,0.06381082085865541,0.38877041303065774,1.2961271931730436,0.0,9.959e-06,4.6583e-05,0.000134958
9,obstacle_bypass,procedural_single_side_obstacle,,,,,,-0.9500203779108155,0.0,0.0,-1.0,0.05997962208918448,0.0,0.0,0.0,0.0,-0.01,True,False,False,True,collision,1,4,0.29999730422290977,-0.011925135571779766,0.14685460449268467,0.4895197470960137,0.0,3e-06,2.1167e-05,0.0
10,heldout_procedural,main_evaluation_build_query_set,complex_s00_q0009,Complex,complex_d02,20360708,20361712,3.727085746380401,0.0,-0.25,0.0,1.3887548940137409,0.0,2.9083308523666616,0.0,0.0,-0.3200000000000001,False,True,False,False,no_rs_terminal:terminal_rs_collision,32,128,9.598177610711017,0.1962663486410956,0.7864824336562991,2.6221058723602018,0.0,9.7496e-05,0.00034917,0.004427206
11,obstacle_bypass,procedural_single_side_obstacle,,,,,,-0.858961094572588,0.0,0.0,-1.0,0.11889553850210177,0.0,0.042143366925310316,0.0,0.0,-0.02,True,False,False,True,collision,2,8,0.5998271054873923,0.06381082085865541,1.2163508573107316,4.055671529956554,0.0,6.167e-06,3.7916e-05,6.3375e-05
12,obstacle_bypass,procedural_single_side_obstacle,,,,,,-0.9379770736962312,0.0,0.0,-1.0,0.05926076213203775,0.0,0.012762164171731084,0.0,0.0,-0.01,True,False,False,True,collision,1,4,0.299901838491737,0.06381082085865541,0.8862105636299186,2.955002103644442,0.0,2.75e-06,2.6208e-05,0.0
13,obstacle_bypass,procedural_single_side_obstacle,,,,,,-0.9379770736962312,0.0,0.0,-1.0,0.05926076213203775,0.0,0.012762164171731084,0.0,0.0,-0.01,True,False,False,True,collision,1,4,0.299901838491737,0.06381082085865541,0.8862105636299186,2.955002103644442,0.0,2.958e-06,2.7292e-05,0.0
14,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0009,Complex,complex_d02,20360621,20361625,1.7841833384635284,1.0,0.0,0.0,0.3264283200059742,0.0,0.5277550184575542,0.0,0.0,-0.07,True,False,True,False,,7,28,2.099728552182889,0.16381084470051333,0.5840311635542934,1.9470222189577413,0.0,2.1667e-05,7.5876e-05,0.000632291
15,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,extreme_s00_q0004,Extreme,extreme_d06,20460620,20461624,0.5400597700338557,0.0,-0.25,0.0,0.0700597700338557,0.0,0.7999999999999999,0.0,0.0,-0.08,False,True,False,False,no_progress,8,32,2.3994869469363524,0.8638108923842291,0.7312644975809863,2.4380695165344726,0.0,2.2459e-05,8.7543e-05,0.000959877
16,obstacle_bypass,procedural_single_side_obstacle,,,,,,-0.937890842650917,0.0,0.0,-1.0,0.05934699317735195,0.0,0.012762164171731084,0.0,0.0,-0.01,True,False,False,True,collision,1,4,0.29991332810748955,0.06381082085865541,0.8327275930085891,2.776560809295337,0.0,2.417e-06,2.6458e-05,0.0
17,obstacle_bypass,procedural_single_side_obstacle,,,,,,-0.8875531222676599,0.0,0.0,-1.0,0.119684713560609,0.0,0.012762164171731084,0.0,0.0,-0.02,True,False,False,True,collision,2,8,0.5998850706669978,-0.03618917318088011,0.8093631790059892,2.6983941377506784,0.0,5.75e-06,4.6334e-05,6.2291e-05
18,heldout_procedural,main_evaluation_build_query_set,complex_s00_q0004,Complex,complex_d03,20360707,20361711,2.0092885988595848,1.0,0.0,0.0,0.3792885988595845,0.0,0.7,0.0,0.0,-0.07,True,False,True,False,,7,28,2.0997453203161416,0.6951817229201178,0.5120474661355124,1.7070319091883595,0.0,1.9624e-05,7.4334e-05,0.000731251
19,heldout_procedural,main_evaluation_build_query_set,complex_s00_q0003,Complex,complex_d02,20360707,20361710,1.5842978536673593,0.0,0.0,-1.0,0.8975283699894243,0.0,1.8867694836779352,0.0,0.0,-0.20000000000000004,True,False,False,True,collision,20,80,5.998869672476493,0.06381082085865541,0.7460352909228452,2.4872528714725752,0.0,6.2828e-05,0.00023449700000000001,0.002655043
20,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0006,Complex,complex_d02,20360621,20361622,1.143803621080233,1.0,0.0,0.0,0.053803621080232934,0.0,0.1,0.0,0.0,-0.01,True,False,True,False,,1,4,0.2999018384917368,1.5762720063139777,0.8862105636299186,2.955002103644444,0.0,2.792e-06,1.1125e-05,8.9583e-05
21,obstacle_bypass,procedural_single_side_obstacle,,,,,,-0.9377398744467091,0.0,0.0,-1.0,0.059497961381559786,0.0,0.012762164171731084,0.0,0.0,-0.01,True,False,False,True,collision,1,4,0.29993341841310595,0.06381082085865541,0.7298548921618391,2.433389703699477,0.0,2.666e-06,2.5625e-05,0.0
22,rs_failure_node,0_trials/module2_oracle_shape/oracle_connector_results.parquet,complex_s00_q0006,Complex,complex_d02,20360621,20361622,1.1214100985352078,1.0,0.0,0.0,0.057402779029004064,0.0,0.07400731950620375,0.0,0.0,-0.01,True,False,True,False,,1,4,0.29997667114544574,0.3700365975310187,0.4320129517405624,1.4401551630363216,0.0,3.792e-06,1.3e-05,0.000186
23,heldout_procedural,main_evaluation_build_query_set,complex_s00_q0002,Complex,complex_d04,20360707,20361709,1.0072707605722877,0.0,-0.25,0.0,0.49107542431648954,0.0,0.9061953362557978,0.0,0.0,-0.13999999999999999,False,True,False,False,oscillation,14,56,4.19924197588264,0.06381082085865541,0.6510891081424729,2.170688797251005,0.0,4.9498e-05,0.000164664,0.002102415
24,obstacle_bypass,procedural_single_side_obstacle,,,,,,-0.9500701453278553,0.0,0.0,-1.0,0.05992985467214478,0.0,0.0,0.0,0.0,-0.01,True,False,False,True,collision,1,4,0.29999071812456857,-0.011925135571779766,0.2724989774037804,0.9083580288995059,0.0,2.958e-06,1.9375e-05,0.0
25,obstacle_bypass,procedural_single_side_obstacle,,,,,,1.1415731176270152,1.0,0.0,0.0,0.1174493625371845,0.0,0.044123755089830574,0.0,0.0,-0.02,True,False,True,False,,2,8,0.5998940350873455,0.07371276168125673,1.011138265003948,3.3710562394797763,0.0,5.666e-06,3.9916e-05,0.000202666
