query_id,method,difficulty_bucket,distance_bin_key,success,feasible,total_time_s,total_expansions,path_length_m,reference_path_length_m,path_inflation_ratio,direction_switches,mean_abs_curvature,min_clearance_m,collision_violation_count,fallback_f1_count,fallback_f2_count,fallback_f3_count,fallback_triggered,subgoal_reachable_count,subgoal_attempt_count,subgoal_reachability_rate,failure_reason,metadata
easy_s00_q0000,vanilla_ha,Easy,d08_12,True,True,0.16801214218139648,31,11.576111126078334,,,0,0.19227656650761007,0.25159669996508516,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261620, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 19, ""evaluation_path_pose_count"": 118}"
easy_s00_q0000,f_n3p_knn,Easy,d08_12,True,True,0.010807890001160558,0,12.079222788455109,11.576111126078334,0.04346119840223195,0,0.13711760087083463,0.5566764354918532,0,1,0,0,True,0,1,0.0,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261620}"
easy_s00_q0000,n3p_k1,Easy,d08_12,True,True,1.1757955080029205,938,11.576111126078334,11.576111126078334,0.0,0,0.19227656650761007,0.25159669996508516,0,0,1,0,True,0,0,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261620}"
easy_s00_q0000,voronoi_waypoint,Easy,d08_12,True,True,0.4732236380004906,3,12.11452911913654,11.576111126078334,0.0465111285814519,0,0.20504650717728065,0.8347427224643271,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261620, ""waypoint_count"": 2}"
easy_s00_q0000,bottleneck_waypoint,Easy,d08_12,True,True,0.33002229100384284,2,11.941244331718208,11.576111126078334,0.031541957541968646,0,0.13424551495701673,0.8347427224643271,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261620, ""waypoint_count"": 1, ""bottleneck_count"": 1}"
easy_s00_q0000,improved_ha,Easy,d08_12,True,True,0.16617655754089355,31,11.576111126078334,11.576111126078334,0.0,0,0.19227656650761007,0.25159669996508516,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261620, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 19, ""evaluation_path_pose_count"": 118}"
easy_s00_q0000,lo_ha,Easy,d08_12,True,True,0.16462421417236328,61,11.295513393890996,11.576111126078334,-0.02423937789913022,0,0.0739604751173777,0.07818704943839083,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261620, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 25, ""evaluation_path_pose_count"": 116}"
easy_s00_q0000,ss_rrt,Easy,d08_12,True,True,1.230783649996738,729,14.202771491985528,11.576111126078334,0.22690352030138405,2,0.9156598466445232,0.06756533193451297,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261620, ""rrt_iterations"": 671, ""evaluation_path_source"": ""planner_path"", ""planner_path_pose_count"": 177, ""evaluation_path_pose_count"": 177}"
easy_s00_q0001,vanilla_ha,Easy,d12_16,True,True,0.15151357650756836,1,15.061540425866143,,,0,0.0,0.861672769705859,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261621, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 2, ""evaluation_path_pose_count"": 152}"
easy_s00_q0001,f_n3p_knn,Easy,d12_16,True,True,0.0006358359969453886,0,15.061540425866143,15.061540425866143,0.0,0,0.0,0.861672769705859,0,0,0,0,False,0,0,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261621}"
easy_s00_q0001,n3p_k1,Easy,d12_16,True,True,0.0006229719947441481,0,15.061540425866143,15.061540425866143,0.0,0,0.0,0.861672769705859,0,0,0,0,False,0,0,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261621}"
easy_s00_q0001,voronoi_waypoint,Easy,d12_16,True,True,0.6253732100012712,4,18.885563699584154,15.061540425866143,0.25389323838023703,1,0.34044084586578904,1.0544116690825727,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261621, ""waypoint_count"": 3}"
easy_s00_q0001,bottleneck_waypoint,Easy,d12_16,True,True,0.5024574819981353,3,17.343526703937304,15.061540425866143,0.15151081586264303,3,0.17839915668652795,1.1632628596288197,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261621, ""waypoint_count"": 2, ""bottleneck_count"": 2}"
easy_s00_q0001,improved_ha,Easy,d12_16,True,True,0.1522362232208252,1,15.061540425866143,15.061540425866143,0.0,0,0.0,0.861672769705859,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261621, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 2, ""evaluation_path_pose_count"": 152}"
easy_s00_q0001,lo_ha,Easy,d12_16,True,True,0.1520862579345703,1,15.061540425866143,15.061540425866143,0.0,0,0.0,0.861672769705859,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261621, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 2, ""evaluation_path_pose_count"": 152}"
easy_s00_q0001,ss_rrt,Easy,d12_16,True,True,0.0005780719948234037,2,15.061540425866143,15.061540425866143,0.0,0,3.5381975332674476e-16,0.8616724807353815,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261621, ""rrt_iterations"": 0, ""evaluation_path_source"": ""planner_path"", ""planner_path_pose_count"": 153, ""evaluation_path_pose_count"": 153}"
easy_s00_q0002,vanilla_ha,Easy,d16_20,True,True,0.29152464866638184,187,19.524800568278042,,,0,0.2513550096521252,0.07723088464342776,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261622, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 62, ""evaluation_path_pose_count"": 198}"
easy_s00_q0002,f_n3p_knn,Easy,d16_20,True,True,0.02576058999693487,0,21.64760139269577,19.524800568278042,0.10872330383064921,3,0.17025773309529538,0.1878965829005328,0,3,0,0,True,1,3,0.3333333333333333,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261622}"
easy_s00_q0002,n3p_k1,Easy,d16_20,True,True,0.3539643480035011,62,20.721622266501136,19.524800568278042,0.06129751205590139,2,0.2131065848918852,0.11263683484992837,0,0,2,0,True,1,1,1.0,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261622}"
easy_s00_q0002,voronoi_waypoint,Easy,d16_20,True,True,0.6137220980017446,4,21.571812250493707,19.524800568278042,0.10484161797490765,0,0.15229788671596345,0.48783265512917495,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261622, ""waypoint_count"": 3}"
easy_s00_q0002,bottleneck_waypoint,Easy,d16_20,True,True,0.6151197369981674,4,21.807166791222027,19.524800568278042,0.11689575086631865,0,0.2326246142976268,0.48799185294755687,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261622, ""waypoint_count"": 3, ""bottleneck_count"": 3}"
easy_s00_q0002,improved_ha,Easy,d16_20,True,True,0.2918672561645508,187,19.524800568278042,19.524800568278042,0.0,0,0.2513550096521252,0.07723088464342776,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261622, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 62, ""evaluation_path_pose_count"": 198}"
easy_s00_q0002,lo_ha,Easy,d16_20,True,True,0.1886899471282959,81,19.432083991946094,19.524800568278042,-0.004748656766440207,0,0.07110604721325799,0.0664784666820365,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261622, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 28, ""evaluation_path_pose_count"": 197}"
easy_s00_q0002,ss_rrt,Easy,d16_20,False,False,2.5004942689993186,2356,,19.524800568278042,,0,,,0,0,0,0,False,,,,timeout,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261622, ""rrt_iterations"": 1122, ""evaluation_path_source"": ""planner_path"", ""planner_path_pose_count"": 0, ""evaluation_path_pose_count"": 0}"
easy_s00_q0003,vanilla_ha,Easy,d20_inf,True,True,0.3974883556365967,313,26.935870314189383,,,0,0.2356017364419748,0.18108113998712927,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261623, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 56, ""evaluation_path_pose_count"": 272}"
easy_s00_q0003,f_n3p_knn,Easy,d20_inf,True,True,0.02874121499917237,0,27.313411588313738,26.935870314189383,0.014016301300852074,2,0.13862378579322207,0.0824388507286975,0,2,0,0,True,3,4,0.75,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261623}"
easy_s00_q0003,n3p_k1,Easy,d20_inf,True,True,0.22859423699992476,105,27.423246567902723,26.935870314189383,0.018093948627923018,2,0.11035273777551644,0.08354764833603445,0,0,1,0,True,2,2,1.0,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261623}"
easy_s00_q0003,voronoi_waypoint,Easy,d20_inf,True,True,0.77524160300527,5,26.62672243563399,26.935870314189383,-0.011477181726425978,0,0.15518627929314538,0.705106726313486,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261623, ""waypoint_count"": 4}"
easy_s00_q0003,bottleneck_waypoint,Easy,d20_inf,True,True,1.349241850002727,9,26.56165791140376,26.935870314189383,-0.013892716233805724,0,0.23321619137444757,0.7338239617748519,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261623, ""waypoint_count"": 8, ""bottleneck_count"": 8}"
easy_s00_q0003,improved_ha,Easy,d20_inf,True,True,0.40105605125427246,313,26.935870314189383,26.935870314189383,0.0,0,0.2356017364419748,0.18108113998712927,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261623, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 56, ""evaluation_path_pose_count"": 272}"
easy_s00_q0003,lo_ha,Easy,d20_inf,True,True,0.21189045906066895,103,25.87991864217176,26.935870314189383,-0.03920243376956589,0,0.06800433643794622,0.10205287483447933,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261623, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 77, ""evaluation_path_pose_count"": 261}"
easy_s00_q0003,ss_rrt,Easy,d20_inf,False,False,2.5008555379972677,1349,,26.935870314189383,,0,,,0,0,0,0,False,,,,timeout,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260620, ""query_seed"": 20261623, ""rrt_iterations"": 969, ""evaluation_path_source"": ""planner_path"", ""planner_path_pose_count"": 0, ""evaluation_path_pose_count"": 0}"
easy_s00_q0004,vanilla_ha,Easy,d08_12,True,True,0.3025827407836914,249,9.002376017285822,,,0,0.26659628473545904,0.1133120197909987,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261624, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 17, ""evaluation_path_pose_count"": 93}"
easy_s00_q0004,f_n3p_knn,Easy,d08_12,True,True,0.010623389003740158,0,9.283760827629063,9.002376017285822,0.03125672709104155,0,0.17562520672560353,0.13835665966578092,0,5,0,0,True,0,1,0.0,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261624}"
easy_s00_q0004,n3p_k1,Easy,d08_12,True,True,0.30799289000424324,249,9.002376017285822,9.002376017285822,0.0,0,0.266596284735459,0.1133120197909987,0,0,1,0,True,0,0,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261624}"
easy_s00_q0004,voronoi_waypoint,Easy,d08_12,True,True,0.4463393390033161,158,8.952227056709729,9.002376017285822,-0.005570636072054769,0,0.2265568436580149,0.2042166257377951,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261624, ""waypoint_count"": 1}"
easy_s00_q0004,bottleneck_waypoint,Easy,d08_12,True,True,0.4705104829990887,3,9.090707729827843,9.002376017285822,0.009812044328342928,0,0.2615930013783345,0.24891509088408093,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261624, ""waypoint_count"": 2, ""bottleneck_count"": 2}"
easy_s00_q0004,improved_ha,Easy,d08_12,True,True,0.3011610507965088,249,9.002376017285822,9.002376017285822,0.0,0,0.26659628473545904,0.1133120197909987,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261624, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 17, ""evaluation_path_pose_count"": 93}"
easy_s00_q0004,lo_ha,Easy,d08_12,True,True,0.24050521850585938,256,9.514459575418762,9.002376017285822,0.056883155863481694,0,0.2958571092974087,0.058514838264096425,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261624, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 15, ""evaluation_path_pose_count"": 98}"
easy_s00_q0004,ss_rrt,Easy,d08_12,True,True,2.3544702860017424,1510,11.606270433922779,9.002376017285822,0.2892452405495076,0,0.6021298463627808,0.09043905078544845,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d00"", ""map_seed"": 20260620, ""query_seed"": 20261624, ""rrt_iterations"": 1252, ""evaluation_path_source"": ""planner_path"", ""planner_path_pose_count"": 153, ""evaluation_path_pose_count"": 153}"
easy_s00_q0005,vanilla_ha,Easy,d12_16,True,True,0.14823675155639648,1,14.90536816049842,,,0,0.0,0.45534326306370865,0,0,0,0,False,,,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260621, ""query_seed"": 20261621, ""evaluation_path_source"": ""trace_poses"", ""planner_path_pose_count"": 2, ""evaluation_path_pose_count"": 151}"
easy_s00_q0005,f_n3p_knn,Easy,d12_16,True,True,0.000626370994723402,0,14.90536816049842,14.90536816049842,0.0,0,1.4896955414592445e-17,0.45534326306370865,0,0,0,0,False,0,0,,,"{""profile_name"": ""easy_d01"", ""map_seed"": 20260621, ""query_seed"": 20261621}"
