seed,role,episodes,successes,success_rate,success_wilson95_low,success_wilson95_high,collisions,collision_rate,truncated,truncation_rate,mean_nn_forward_time_s,pass_episodes_eq_256,pass_success_ge_0_80,pass_collision_lt_0_30,pass_truncation_lt_0_20,provenance_verified,gate_verdict_applicable,verdict,source_head,model_sha256,stage_breakdown,notes
20260706,gate,256,175,0.68359375,0.6242655346079133,0.7374933215567654,69,0.26953125,12,0.046875,0.005320342360391805,True,False,True,True,True,True,FAIL,b4b7360634efa82dcf68f3769563e69a01092746,406295b3034d5c6a5834d2f0080ecf47d2874a7a7ccda3edf9eb57af55089001,"heldout_procedural:n=48,success=24/48(0.5000),collision=19/48(0.3958),truncated=5/48(0.1042) | obstacle_bypass:n=56,success=29/56(0.5179),collision=27/56(0.4821),truncated=0/56(0.0000) | open_connector:n=49,success=49/49(1.0000),collision=0/49(0.0000),truncated=0/49(0.0000) | rs_failure_node:n=103,success=73/103(0.7087),collision=23/103(0.2233),truncated=7/103(0.0680)",gate success_rate below 0.80; audit formal_decision not_formal due contract_status_not_approved_or_frozen
20260708,robustness_only_not_gate_evidence,256,170,0.6640625,0.6041561810850576,0.7191176903812512,68,0.265625,18,0.0703125,0.0056282897257915465,True,False,True,True,True,False,ROBUSTNESS_ONLY,b4b7360634efa82dcf68f3769563e69a01092746,b910bee9c25c49716d0e3c9b3a843ae5ebfb04083b5369ad50927b246e90c839,"heldout_procedural:n=49,success=21/49(0.4286),collision=19/49(0.3878),truncated=9/49(0.1837) | obstacle_bypass:n=56,success=29/56(0.5179),collision=27/56(0.4821),truncated=0/56(0.0000) | open_connector:n=48,success=48/48(1.0000),collision=0/48(0.0000),truncated=0/48(0.0000) | rs_failure_node:n=103,success=72/103(0.6990),collision=22/103(0.2136),truncated=9/103(0.0874)","robustness only, not gate evidence"
20260709,robustness_only_not_gate_evidence,256,182,0.7109375,0.6526102453641551,0.7630275893782419,63,0.24609375,11,0.04296875,0.005465135520353215,True,False,True,True,True,False,ROBUSTNESS_ONLY,b4b7360634efa82dcf68f3769563e69a01092746,ae97501bd75f4d832bd400c9a6b42e8f73b71ab6a955fa1cb956a155357fc1a2,"heldout_procedural:n=49,success=37/49(0.7551),collision=11/49(0.2245),truncated=1/49(0.0204) | obstacle_bypass:n=56,success=29/56(0.5179),collision=27/56(0.4821),truncated=0/56(0.0000) | open_connector:n=47,success=47/47(1.0000),collision=0/47(0.0000),truncated=0/47(0.0000) | rs_failure_node:n=104,success=69/104(0.6635),collision=25/104(0.2404),truncated=10/104(0.0962)","robustness only, not gate evidence"
