query_id,method,bucket,distance_bin_key,old_time_s,new_time_s,delta_new_minus_old_s,old_feasible,new_feasible,old_collision_violation_count,new_collision_violation_count,old_fallback_triggered,new_fallback_triggered,old_fallback_f3_count,new_fallback_f3_count,old_total_expansions,new_total_expansions,old_path_inflation_ratio,new_path_inflation_ratio,old_failure_reason,new_failure_reason
complex_s00_q0000,bottleneck_waypoint,Complex,d08_12,0.47635205811820924,0.47498218598775566,-0.0013698721304535866,True,True,0,0,False,False,0,0,3,3,0.16236636581248254,0.16020750499483838,,
complex_s00_q0000,f_n3p_knn,Complex,d08_12,0.3244363411795348,0.32447258988395333,3.624870441854e-05,True,True,0,0,True,True,0,0,241,241,-0.0057450273061034896,-0.0057450273061034896,,
complex_s00_q0000,md_dqn,Complex,d08_12,0.3174359258264303,0.3172121711540967,-0.00022375467233359814,False,False,0,0,False,False,0,0,354,354,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0000,n3p_k1,Complex,d08_12,0.3226809399202466,0.322443317854777,-0.0002376220654696226,True,True,0,0,True,True,0,0,241,241,-0.0057450273061034896,-0.0057450273061034896,,
complex_s00_q0000,vanilla_ha,Complex,d08_12,0.6345067024230957,0.6369690895080566,0.0024623870849609375,True,True,0,0,False,False,0,0,729,729,,,,
complex_s00_q0000,voronoi_waypoint,Complex,d08_12,0.5084643671289086,0.4983400439377874,-0.01012432319112122,True,True,0,0,False,False,0,0,51,31,0.39083486347350105,0.4040497089435908,,
complex_s00_q0001,bottleneck_waypoint,Complex,d12_16,0.4756032689474523,0.5052260670345277,0.029622798087075353,True,True,0,0,False,False,0,0,3,3,0.025688324029257803,0.00919214771484067,,
complex_s00_q0001,f_n3p_knn,Complex,d12_16,0.3065842939540744,0.016721418825909495,-0.2898628751281649,True,True,0,0,False,False,0,0,2,0,0.03447259109623069,-0.0040525738113603715,,
complex_s00_q0001,md_dqn,Complex,d12_16,0.32637699344195426,0.7159598399884999,0.3895828465465456,False,False,0,0,False,False,0,0,122,122,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0001,n3p_k1,Complex,d12_16,0.30877697886899114,0.014850051142275333,-0.2939269277267158,True,True,0,0,False,False,0,0,2,0,0.03447259109623069,-0.0040525738113603715,,
complex_s00_q0001,vanilla_ha,Complex,d12_16,0.22451496124267578,0.22608733177185059,0.0015723705291748047,True,True,0,0,False,False,0,0,127,127,,,,
complex_s00_q0001,voronoi_waypoint,Complex,d12_16,0.5214553321711719,0.5421246609184891,0.020669328747317195,True,True,0,0,False,False,0,0,75,75,0.05056441184235494,0.06321319026479744,,
complex_s00_q0002,bottleneck_waypoint,Complex,d16_20,0.7552598109468818,0.8056458150967956,0.05038600414991379,True,True,0,0,False,False,0,0,5,5,,,,
complex_s00_q0002,f_n3p_knn,Complex,d16_20,3.5154032760765404,3.5141897229477763,-0.0012135531287640333,False,False,0,0,True,True,1,1,6382,6038,,,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout
complex_s00_q0002,md_dqn,Complex,d16_20,0.39380629430525005,0.8905986156314611,0.4967923213262111,False,False,0,0,False,False,0,0,518,518,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0002,n3p_k1,Complex,d16_20,3.513398675015196,3.5140987131744623,0.0007000381592661142,False,False,0,0,True,True,1,1,6373,6028,,,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout
complex_s00_q0002,vanilla_ha,Complex,d16_20,2.5000035762786865,2.5001351833343506,0.0001316070556640625,False,False,0,0,False,False,0,0,4323,4096,,,timeout,timeout
complex_s00_q0002,voronoi_waypoint,Complex,d16_20,0.6122410490643233,0.6556116249412298,0.043370575876906514,True,True,0,0,False,False,0,0,7,8,,,,
complex_s00_q0003,bottleneck_waypoint,Complex,d20_inf,0.9532787729986012,0.8089535119943321,-0.14432526100426912,True,True,0,0,False,False,0,0,133,53,,,,
complex_s00_q0003,f_n3p_knn,Complex,d20_inf,0.8211565611418337,0.1991583921480924,-0.6219981689937413,True,True,0,0,True,True,0,0,13,9,,,,
complex_s00_q0003,md_dqn,Complex,d20_inf,0.2213414553552866,0.4928659948054701,0.2715245394501835,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0003,n3p_k1,Complex,d20_inf,1.1218267299700528,0.7699238159693778,-0.3519029140006751,True,True,0,0,True,True,0,0,518,516,,,,
complex_s00_q0003,vanilla_ha,Complex,d20_inf,2.5002591609954834,2.500828504562378,0.0005693435668945312,False,False,0,0,False,False,0,0,3126,3151,,,timeout,timeout
complex_s00_q0003,voronoi_waypoint,Complex,d20_inf,0.8268293950241059,0.7753406669944525,-0.05148872802965343,True,True,0,0,False,False,0,0,20,22,,,,
complex_s00_q0004,bottleneck_waypoint,Complex,d08_12,0.4749775528907776,0.473668924998492,-0.0013086278922855854,True,True,0,0,False,False,0,0,3,3,0.04109138760376885,0.04109138760376885,,
complex_s00_q0004,f_n3p_knn,Complex,d08_12,0.45537813496775925,0.024400024907663465,-0.4309781100600958,True,True,0,0,True,True,0,0,3,0,0.06703401166235223,0.040729107504021034,,
complex_s00_q0004,md_dqn,Complex,d08_12,0.17078167852014303,0.338098932756111,0.167317254235968,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0004,n3p_k1,Complex,d08_12,0.31224240898154676,0.31330152601003647,0.001059117028489709,True,True,0,0,True,True,0,0,14,14,-0.006912038272056886,-0.006912038272056886,,
complex_s00_q0004,vanilla_ha,Complex,d08_12,0.24532032012939453,0.23378252983093262,-0.011537790298461914,True,True,0,0,False,False,0,0,103,103,,,,
complex_s00_q0004,voronoi_waypoint,Complex,d08_12,0.34811253705993295,0.3484524458181113,0.0003399087581783533,True,True,0,0,False,False,0,0,18,18,-0.009784324568689051,-0.009784324568689051,,
complex_s00_q0005,bottleneck_waypoint,Complex,d12_16,0.5138250638265163,0.4863471849821508,-0.027477878844365478,True,True,0,0,False,False,0,0,3,3,0.06265376586913729,0.09541233237467783,,
complex_s00_q0005,f_n3p_knn,Complex,d12_16,0.4194695050828159,0.2486786290537566,-0.1707908760290593,True,True,0,0,True,True,0,0,86,85,0.016001819890275826,0.015572159042426703,,
complex_s00_q0005,md_dqn,Complex,d12_16,0.258123972453177,0.25612952024675906,-0.001994452206417918,False,False,0,0,False,False,0,0,295,295,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0005,n3p_k1,Complex,d12_16,0.9769444819539785,0.9240694490727037,-0.05287503288127482,True,True,0,0,True,True,0,0,654,654,-0.0040818479840081245,-0.0040818479840081245,,
complex_s00_q0005,vanilla_ha,Complex,d12_16,1.0598413944244385,1.0026144981384277,-0.05722689628601074,True,True,0,0,False,False,0,0,1043,1043,,,,
complex_s00_q0005,voronoi_waypoint,Complex,d12_16,0.5911307549104095,0.565191772999242,-0.025938981911167502,True,True,0,0,False,False,0,0,89,93,0.08509506330801031,0.08367546808208859,,
complex_s00_q0006,bottleneck_waypoint,Complex,d16_20,0.6617362699471414,0.6230394470039755,-0.0386968229431659,True,True,0,0,False,False,0,0,4,4,0.010928312157097775,0.010928312157097775,,
complex_s00_q0006,f_n3p_knn,Complex,d16_20,0.643277304014191,0.16686784219928086,-0.4764094618149102,True,True,0,0,True,True,0,0,4,1,0.1368873155905701,0.13403305451931447,,
complex_s00_q0006,md_dqn,Complex,d16_20,0.17069906485266984,0.16963000688701868,-0.0010690579656511545,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0006,n3p_k1,Complex,d16_20,0.6402991549111903,0.16695129312574863,-0.47334786178544164,True,True,0,0,True,True,0,0,4,1,0.1368873155905701,0.13403305451931447,,
complex_s00_q0006,vanilla_ha,Complex,d16_20,0.435168981552124,0.41135501861572266,-0.023813962936401367,True,True,0,0,False,False,0,0,355,355,,,,
complex_s00_q0006,voronoi_waypoint,Complex,d16_20,0.7022294281050563,0.7621692789252847,0.05993985082022846,True,True,0,0,False,False,0,0,50,5,0.0065906885111184366,0.2011256898502276,,
complex_s00_q0007,bottleneck_waypoint,Complex,d20_inf,0.8187693909276277,0.7665735569316894,-0.0521958339959383,True,True,0,0,False,False,0,0,5,5,0.04911758739116556,0.049768927204828506,,
complex_s00_q0007,f_n3p_knn,Complex,d20_inf,0.5870468080975115,0.4059518661815673,-0.18109494191594422,True,True,0,0,True,True,0,0,344,343,-0.014207299534739537,-0.014207299534739648,,
complex_s00_q0007,md_dqn,Complex,d20_inf,0.17111976398155093,0.16966198664158583,-0.001457777339965105,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0007,n3p_k1,Complex,d20_inf,0.5857604381162673,0.40745235909707844,-0.17830807901918888,True,True,0,0,True,True,0,0,344,343,-0.014207299534739537,-0.014207299534739648,,
complex_s00_q0007,vanilla_ha,Complex,d20_inf,1.1309878826141357,1.0130209922790527,-0.11796689033508301,True,True,0,0,False,False,0,0,1109,1109,,,,
complex_s00_q0007,voronoi_waypoint,Complex,d20_inf,0.9762659939005971,0.9037272590212524,-0.0725387348793447,True,True,0,0,False,False,0,0,9,9,0.08258277242008338,0.07835475466194719,,
complex_s00_q0008,bottleneck_waypoint,Complex,d08_12,0.35561468196101487,0.33227354497648776,-0.02334113698452711,True,True,0,0,False,False,0,0,4,4,0.06972212032743874,0.06972212032743874,,
complex_s00_q0008,f_n3p_knn,Complex,d08_12,0.2816831429954618,0.26442629285156727,-0.017256850143894553,True,True,0,0,True,True,0,0,186,186,0.0,0.0,,
complex_s00_q0008,md_dqn,Complex,d08_12,0.0014742910861968994,0.0014611408114433289,-1.3150274753570557e-05,False,False,0,0,False,False,0,0,1,1,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0008,n3p_k1,Complex,d08_12,0.27855125698260963,0.26228034496307373,-0.0162709120195359,True,True,0,0,True,True,0,0,186,186,0.0,0.0,,
complex_s00_q0008,vanilla_ha,Complex,d08_12,0.26934146881103516,0.2570490837097168,-0.01229238510131836,True,True,0,0,False,False,0,0,186,186,,,,
complex_s00_q0008,voronoi_waypoint,Complex,d08_12,0.42798321112059057,0.4010293739847839,-0.02695383713580668,True,True,0,0,False,False,0,0,83,83,0.21171593461625737,0.2118152260499082,,
complex_s00_q0009,bottleneck_waypoint,Complex,d12_16,0.8357835290953517,0.7606230690144002,-0.07516046008095145,True,True,0,0,False,False,0,0,5,5,,,,
complex_s00_q0009,f_n3p_knn,Complex,d12_16,0.49373147799633443,0.029934481950476766,-0.46379699604585767,True,True,0,0,True,True,0,0,3,0,,,,
complex_s00_q0009,md_dqn,Complex,d12_16,0.17131913849152625,0.16966626862995327,-0.0016528698615729809,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0009,n3p_k1,Complex,d12_16,0.39053358184173703,0.2209971910342574,-0.16953639080747962,True,True,0,0,True,True,0,0,80,79,,,,
complex_s00_q0009,vanilla_ha,Complex,d12_16,2.500605583190918,2.50045108795166,-0.0001544952392578125,False,False,0,0,False,False,0,0,2341,2450,,,timeout,timeout
complex_s00_q0009,voronoi_waypoint,Complex,d12_16,1.3586520098615438,1.3376097020227462,-0.02104230783879757,False,False,0,0,False,False,0,0,814,887,,,segment_failed:timeout,segment_failed:timeout
complex_s00_q0010,bottleneck_waypoint,Complex,d16_20,0.6769337099976838,0.6380776949226856,-0.03885601507499814,True,True,0,0,False,False,0,0,23,25,,,,
complex_s00_q0010,f_n3p_knn,Complex,d16_20,3.4237605261150748,3.382834810996428,-0.04092571511864662,False,False,0,0,True,True,1,1,6319,6473,,,f2_failed:prediction:goal_in_collision;goal:node_budget_exhausted;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:node_budget_exhausted;f3_failed:timeout
complex_s00_q0010,md_dqn,Complex,d16_20,0.0014515719376504421,0.0014589030761271715,7.331138476729393e-06,False,False,0,0,False,False,0,0,1,1,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0010,n3p_k1,Complex,d16_20,3.4215731560252607,3.3738601019140333,-0.04771305411122739,False,False,0,0,True,True,1,1,6325,6399,,,f2_failed:prediction:goal_in_collision;goal:node_budget_exhausted;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:node_budget_exhausted;f3_failed:timeout
complex_s00_q0010,vanilla_ha,Complex,d16_20,2.5009381771087646,2.5001463890075684,-0.0007917881011962891,False,False,0,0,False,False,0,0,4123,4324,,,timeout,timeout
complex_s00_q0010,voronoi_waypoint,Complex,d16_20,1.00291938893497,0.9447364611551166,-0.058182927779853344,True,True,0,0,False,False,0,0,348,348,,,,
complex_s00_q0011,bottleneck_waypoint,Complex,d20_inf,0.9593067448586226,0.8990243151783943,-0.06028242968022823,True,True,0,0,False,False,0,0,6,6,0.07309658292912258,0.07008605765996512,,
complex_s00_q0011,f_n3p_knn,Complex,d20_inf,0.8757295948453248,0.24819941795431077,-0.627530176891014,True,True,0,0,True,True,0,0,65,61,0.09269579367137415,0.07423967770915585,,
complex_s00_q0011,md_dqn,Complex,d20_inf,0.17062503099441528,0.17009094660170376,-0.0005340843927115202,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0011,n3p_k1,Complex,d20_inf,0.6636490889359266,0.18846775707788765,-0.4751813318580389,True,True,0,0,True,True,0,0,20,17,0.02454129044314013,0.006091953491011104,,
complex_s00_q0011,vanilla_ha,Complex,d20_inf,0.30777549743652344,0.29257941246032715,-0.015196084976196289,True,True,0,0,False,False,0,0,201,201,,,,
complex_s00_q0011,voronoi_waypoint,Complex,d20_inf,0.816600909922272,0.7611472569406033,-0.05545365298166871,True,True,0,0,False,False,0,0,5,11,0.07055184590197361,0.0652286703621685,,
complex_s00_q0012,bottleneck_waypoint,Complex,d08_12,0.6614950688090175,0.6186563309747726,-0.042838737834244967,True,True,0,0,False,False,0,0,4,4,0.12588795583527368,0.12588795583527368,,
complex_s00_q0012,f_n3p_knn,Complex,d08_12,0.1656265170313418,0.010134181939065456,-0.15549233509227633,True,True,0,0,False,False,0,0,1,0,0.14866101445076407,0.1478178373127612,,
complex_s00_q0012,md_dqn,Complex,d08_12,0.2976026169490069,0.29546487843617797,-0.002137738512828946,False,False,0,0,False,False,0,0,505,505,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0012,n3p_k1,Complex,d08_12,0.1675929739139974,0.008894585072994232,-0.15869838884100318,True,True,0,0,False,False,0,0,1,0,0.14866101445076407,0.1478178373127612,,
complex_s00_q0012,vanilla_ha,Complex,d08_12,0.17872166633605957,0.17310452461242676,-0.0056171417236328125,True,True,0,0,False,False,0,0,37,37,,,,
complex_s00_q0012,voronoi_waypoint,Complex,d08_12,0.5081832238938659,0.47774304007180035,-0.030440183822065592,True,True,0,0,False,False,0,0,3,3,0.12264103406393279,0.11550055511585744,,
complex_s00_q0013,bottleneck_waypoint,Complex,d12_16,0.6589406649582088,0.6257237731479108,-0.033216891810297966,True,True,0,0,False,False,0,0,4,4,0.07618722201276618,0.07618722201276618,,
complex_s00_q0013,f_n3p_knn,Complex,d12_16,0.17359452112577856,0.1637542499229312,-0.009840271202847362,True,True,0,0,True,True,0,0,11,11,0.0015973852267467947,0.0015973852267467947,,
complex_s00_q0013,md_dqn,Complex,d12_16,0.17030505882576108,0.16927352477796376,-0.0010315340477973223,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0013,n3p_k1,Complex,d12_16,0.17366913193836808,0.1630964418873191,-0.010572690051048994,True,True,0,0,True,True,0,0,11,11,0.0015973852267467947,0.0015973852267467947,,
complex_s00_q0013,vanilla_ha,Complex,d12_16,0.16152620315551758,0.1544017791748047,-0.007124423980712891,True,True,0,0,False,False,0,0,9,9,,,,
complex_s00_q0013,voronoi_waypoint,Complex,d12_16,0.5111147549469024,0.47705238591879606,-0.03406236902810633,True,True,0,0,False,False,0,0,6,3,0.08167560505904192,0.0592575647117628,,
complex_s00_q0014,bottleneck_waypoint,Complex,d16_20,0.8214578730985522,0.7717019179835916,-0.04975595511496067,True,True,0,0,False,False,0,0,5,5,0.03948313492861444,0.03278578976961133,,
complex_s00_q0014,f_n3p_knn,Complex,d16_20,0.8347185689490288,0.6536080839578062,-0.18111048499122262,True,True,0,0,True,True,0,0,810,809,0.006868727330908042,0.006864771348676246,,
complex_s00_q0014,md_dqn,Complex,d16_20,0.16969140199944377,0.16869317181408405,-0.0009982301853597164,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0014,n3p_k1,Complex,d16_20,0.8391230499837548,0.6479076731484383,-0.19121537683531642,True,True,0,0,True,True,0,0,810,809,0.006868727330908042,0.006864771348676246,,
complex_s00_q0014,vanilla_ha,Complex,d16_20,0.500281810760498,0.47508811950683594,-0.02519369125366211,True,True,0,0,False,False,0,0,585,585,,,,
complex_s00_q0014,voronoi_waypoint,Complex,d16_20,1.4670561428647488,1.2061782409437,-0.26087790192104876,True,True,0,0,False,False,0,0,832,608,0.07110576156525172,0.06130635241032367,,
complex_s00_q0015,bottleneck_waypoint,Complex,d20_inf,0.9714550040662289,0.9126698521431535,-0.05878515192307532,True,True,0,0,False,False,0,0,6,6,,,,
complex_s00_q0015,f_n3p_knn,Complex,d20_inf,0.7712461471091956,0.2878280389122665,-0.4834181081969291,True,True,0,0,True,True,0,0,114,111,,,,
complex_s00_q0015,md_dqn,Complex,d20_inf,0.17175606545060873,0.17020463291555643,-0.0015514325350522995,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0015,n3p_k1,Complex,d20_inf,3.70907464181073,3.6960594428237528,-0.013015198986977339,False,False,0,0,True,True,1,1,4464,4759,,,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout,f2_failed:prediction:goal_in_collision;goal:timeout;f3_failed:timeout
complex_s00_q0015,vanilla_ha,Complex,d20_inf,2.5000224113464355,2.500605583190918,0.0005831718444824219,False,False,0,0,False,False,0,0,3173,3361,,,timeout,timeout
complex_s00_q0015,voronoi_waypoint,Complex,d20_inf,0.9712809771299362,0.9075772368814796,-0.0637037402484566,True,True,0,0,False,False,0,0,6,6,,,,
complex_s00_q0016,bottleneck_waypoint,Complex,d08_12,0.36210127593949437,0.33620927506126463,-0.025892000878229737,True,True,0,0,False,False,0,0,2,2,0.1266176672001631,0.1478004165748703,,
complex_s00_q0016,f_n3p_knn,Complex,d08_12,0.0004319688305258751,0.00042861304245889187,-3.355788066983223e-06,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s00_q0016,md_dqn,Complex,d08_12,0.1744982386007905,0.1691972112748772,-0.00530102732591331,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0016,n3p_k1,Complex,d08_12,0.0004508530255407095,0.0004046759568154812,-4.617706872522831e-05,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s00_q0016,vanilla_ha,Complex,d08_12,0.15602612495422363,0.15022516250610352,-0.005800962448120117,True,True,0,0,False,False,0,0,1,1,,,,
complex_s00_q0016,voronoi_waypoint,Complex,d08_12,0.3574808540288359,0.33643435104750097,-0.021046502981334925,True,True,0,0,False,False,0,0,2,2,0.05685400697637766,0.04807213073237082,,
complex_s00_q0017,bottleneck_waypoint,Complex,d12_16,0.478903132956475,0.47263520094566047,-0.0062679320108145475,True,True,0,0,False,False,0,0,3,3,0.029498884200006126,0.036553356780499646,,
complex_s00_q0017,f_n3p_knn,Complex,d12_16,0.0007422328926622868,0.0006067240610718727,-0.00013550883159041405,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s00_q0017,md_dqn,Complex,d12_16,0.16921554366126657,0.17013998236507177,0.0009244387038052082,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0017,n3p_k1,Complex,d12_16,0.0005952201317995787,0.0005902049597352743,-5.015172064304352e-06,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s00_q0017,vanilla_ha,Complex,d12_16,0.16095471382141113,0.14866232872009277,-0.01229238510131836,True,True,0,0,False,False,0,0,1,1,,,,
complex_s00_q0017,voronoi_waypoint,Complex,d12_16,0.5387136649806052,0.5016948638949543,-0.03701880108565092,True,True,0,0,False,False,0,0,31,31,0.10823875318237897,0.10823875318237897,,
complex_s00_q0018,bottleneck_waypoint,Complex,d16_20,0.4759528241120279,0.6136490900535136,0.13769626594148576,True,True,0,0,False,False,0,0,3,4,0.027368812623272287,0.039825060599222306,,
complex_s00_q0018,f_n3p_knn,Complex,d16_20,0.0006881409790366888,0.0006741611286997795,-1.3979850336909294e-05,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s00_q0018,md_dqn,Complex,d16_20,0.17242600629106164,0.1688666376285255,-0.0035593686625361443,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0018,n3p_k1,Complex,d16_20,0.0009930478408932686,0.0006686949636787176,-0.00032435287721455097,True,True,0,0,False,False,0,0,0,0,0.0,0.0,,
complex_s00_q0018,vanilla_ha,Complex,d16_20,0.15505766868591309,0.147918701171875,-0.007138967514038086,True,True,0,0,False,False,0,0,1,1,,,,
complex_s00_q0018,voronoi_waypoint,Complex,d16_20,0.6228802381083369,0.614051606040448,-0.008828632067888975,True,True,0,0,False,False,0,0,4,4,0.07807313177050812,0.07807313177050812,,
complex_s00_q0019,bottleneck_waypoint,Complex,d20_inf,0.7784952649381012,0.7797248389106244,0.0012295739725232124,True,True,0,0,False,False,0,0,11,11,0.05711746069873991,0.057304092191557965,,
complex_s00_q0019,f_n3p_knn,Complex,d20_inf,0.4637187561020255,0.024680952075868845,-0.43903780402615666,True,True,0,0,True,True,0,0,3,0,0.05343676273063269,0.052141467597358826,,
complex_s00_q0019,md_dqn,Complex,d20_inf,0.17158992728218436,0.16946090129204094,-0.0021290259901434183,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s00_q0019,n3p_k1,Complex,d20_inf,0.8721425449475646,0.7276876321993768,-0.14445491274818778,True,True,0,0,True,True,0,0,447,446,0.015544120190531308,0.01457194853675059,,
complex_s00_q0019,vanilla_ha,Complex,d20_inf,2.301787853240967,2.3079545497894287,0.006166696548461914,True,True,0,0,False,False,0,0,2833,2833,,,,
complex_s00_q0019,voronoi_waypoint,Complex,d20_inf,0.7762525570578873,0.7715098119806498,-0.004742745077237487,True,True,0,0,False,False,0,0,5,5,0.13440020705213818,0.1268652695185557,,
complex_s01_q0020,bottleneck_waypoint,Complex,d08_12,0.3469913930166513,0.3448901418596506,-0.002101251157000661,True,True,0,0,False,False,0,0,17,17,0.16299624695643322,0.16299624695643322,,
complex_s01_q0020,f_n3p_knn,Complex,d08_12,0.4471052410081029,0.021585564827546477,-0.4255196761805564,True,True,0,0,True,True,0,0,3,0,0.04734876773733343,0.0035061743669035916,,
complex_s01_q0020,md_dqn,Complex,d08_12,0.11233416339382529,0.11119275097735226,-0.001141412416473031,False,False,0,0,False,False,0,0,34,34,,,md_dqn_not_reached,md_dqn_not_reached
complex_s01_q0020,n3p_k1,Complex,d08_12,0.1689840720500797,0.16749238595366478,-0.0014916860964149237,True,True,0,0,True,True,0,0,31,31,0.0,0.0,,
complex_s01_q0020,vanilla_ha,Complex,d08_12,0.16327595710754395,0.1634688377380371,0.00019288063049316406,True,True,0,0,False,False,0,0,31,31,,,,
complex_s01_q0020,voronoi_waypoint,Complex,d08_12,0.48295077588409185,0.4832344581373036,0.0002836822532117367,True,True,0,0,False,False,0,0,15,15,0.20898495026523833,0.20898495026523833,,
complex_s01_q0021,bottleneck_waypoint,Complex,d12_16,0.4807609370909631,0.4771059309132397,-0.0036550061777234077,True,True,0,0,False,False,0,0,3,3,0.02217964187035948,0.02217964187035948,,
complex_s01_q0021,f_n3p_knn,Complex,d12_16,1.369707527803257,1.222832177998498,-0.14687534980475903,True,True,0,0,True,True,0,0,1027,1029,0.002739106102503941,0.002321132447508756,,
complex_s01_q0021,md_dqn,Complex,d12_16,0.169486653059721,0.16638885042630136,-0.003097802633419633,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s01_q0021,n3p_k1,Complex,d12_16,0.7521239528432488,0.7471921530086547,-0.0049317998345941305,True,True,0,0,True,True,0,0,799,799,0.0,0.0,,
complex_s01_q0021,vanilla_ha,Complex,d12_16,0.7419559955596924,0.7369718551635742,-0.004984140396118164,True,True,0,0,False,False,0,0,799,799,,,,
complex_s01_q0021,voronoi_waypoint,Complex,d12_16,0.6170499711297452,0.6197022208943963,0.00265224976465106,True,True,0,0,False,False,0,0,4,4,0.061207220243811644,0.055639856800046905,,
complex_s01_q0022,bottleneck_waypoint,Complex,d16_20,0.7582981640007347,0.7591832841280848,0.0008851201273500919,True,True,0,0,False,False,0,0,5,5,,,,
complex_s01_q0022,f_n3p_knn,Complex,d16_20,0.4642703931313008,0.028726449003443122,-0.4355439441278577,True,True,0,0,True,True,0,0,3,0,,,,
complex_s01_q0022,md_dqn,Complex,d16_20,0.1714410176500678,0.1676039001904428,-0.0038371174596250057,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
complex_s01_q0022,n3p_k1,Complex,d16_20,0.6301881049294025,0.33688405412249267,-0.2933040508069098,True,True,0,0,True,True,0,0,201,199,,,,
complex_s01_q0022,vanilla_ha,Complex,d16_20,2.500455379486084,2.5015039443969727,0.0010485649108886719,False,False,0,0,False,False,0,0,2696,2701,,,timeout,timeout
complex_s01_q0022,voronoi_waypoint,Complex,d16_20,0.6447576889768243,0.6397187989205122,-0.005038890056312084,True,True,0,0,False,False,0,0,34,25,,,,
complex_s01_q0023,bottleneck_waypoint,Complex,d20_inf,0.8376380100380629,0.9089876748621464,0.07134966482408345,True,True,0,0,False,False,0,0,133,6,0.01954790446644661,0.035488256905698234,,
complex_s01_q0023,f_n3p_knn,Complex,d20_inf,0.4785278469789773,0.18387843086384237,-0.29464941611513495,True,True,0,0,True,True,0,0,19,17,0.003178628551239626,0.0024001702964362437,,
complex_s01_q0023,md_dqn,Complex,d20_inf,0.23000409360975027,0.2299693333916366,-3.476021811366081e-05,False,False,0,0,False,False,0,0,375,375,,,md_dqn_not_reached,md_dqn_not_reached
complex_s01_q0023,n3p_k1,Complex,d20_inf,2.28714061784558,2.2124493459705263,-0.07469127187505364,True,True,0,0,True,True,1,1,3097,3109,0.0,0.0,,
complex_s01_q0023,vanilla_ha,Complex,d20_inf,1.3348054885864258,1.4096083641052246,0.07480287551879883,True,True,0,0,False,False,0,0,1796,1796,,,,
complex_s01_q0023,voronoi_waypoint,Complex,d20_inf,0.8536848588846624,1.0502440531272441,0.19655919424258173,True,True,0,0,False,False,0,0,105,303,0.06902120991837912,0.07554462854260713,,
complex_s01_q0024,bottleneck_waypoint,Complex,d08_12,0.46968066808767617,0.47208241978660226,0.002401751698926091,True,True,0,0,False,False,0,0,3,3,0.0059156435913327865,0.0059156435913327865,,
complex_s01_q0024,f_n3p_knn,Complex,d08_12,0.21702965395525098,0.21720438008196652,0.00017472612671554089,True,True,0,0,True,True,0,0,100,100,0.0,0.0,,
complex_s01_q0024,md_dqn,Complex,d08_12,0.16879572649486363,0.16794463130645454,-0.00085109518840909,False,False,0,0,False,False,0,0,600,600,,,md_dqn_not_reached,md_dqn_not_reached
